"root"	"kanji"	"gloss"
"tribut"	"贡"	"［他］貢ぐ,貢納する,朝貢する ／ 貢ぎ物,朝貢;《転》尊敬の印,ささげ物"
"kooper"	"协"	"協同の,=kunlabora;協同組合の,=kooperativa ／ 公社 ／ =kooperativo（協同組合） ／ ［自］（協同組合に）加入する;（協同組合員となって）協同する,=kunlab"
"krab"	"蟹"	"【動】カニ（類）（蟹）"
"kramp"	"夹"	"【印】【情】山かっこ（〈，〉） ／ 【情】右かっこ,かっこ閉じる（）］｝〉など） ／ ［他］かすがいで止める,クランプで固定する;かっこで囲む ／ かすがい;【化】クランプ;【印】かっこ"
"klem"	"夹"	"【電】【PIV】Fiksilo, kiu konektas kondukti"
"klip"	"夹"	"クリップ（装身具・文具など）,>>broc^o,>>paperklipo"
"ŝveb"	"翔"	"［自］（空中に）浮かぶ,ただよう,舞う,滑空する;すべるように動く;【理】（ ／ 【PIV】Ag(ad)o de iu, io s^vebanta: la s ／ 【PIV】Eniri, s^vebante: c^iuj song^oj d"
"tabu"	"禁"	"タブーの,禁止された,触れてはならない ／ 忌み言葉,タブー語 ／ ［他］タブーとする,禁止する ／ 【宗】タブー,禁忌;《転》禁制,禁物"
"embarg"	"禁"	"［他］【法】（船舶に対し）出港や荷下ろしを禁止する;《般》（輸出入や報道を） ／ 【法】（船舶に対する）出港禁止,エンバーゴ"
"tajd"	"潮"	"【海】満潮,=altmaro ／ 【海】干潮,=malaltmaro ／ 【海】小潮（こしお） ／ 【環】赤潮"
"taktik"	"术"	"戦術的な,戦術上の ／ 【軍】戦術,用兵,>>strategio;《転》駆け引き,策略,術策"
"tambur"	"鼓"	"［自］ドラムを打つ,太鼓をたたく;［他］太鼓で知らせる ／ 【楽】ドラム,太鼓;【機】ドラム"
"aplaŭd"	"鼓"	"［他］拍手喝采（かっさい）する;《転》称賛する ／ 拍手喝采 ／ 万雷の拍手"
"timbal"	"鼓"	"【楽】ティンパニ;【料】タンバル（パイの一種）"
"templ"	"庙"	"仏教寺院,寺 ／ 菩提寺（ぼだいじ）【私家版】 ／ フリーメーソンの集会所 ／ プロテスタントの教会堂"
"term"	"项"	"【論】（三段論法の）大名辞 ／ 【数】比例中項,等比中項 ／ 【論】（三段論法の）小名辞 ／ 【理】多重項"
"nuk"	"项"	"【解】うなじ,首筋,襟首（えりくび） ／ 【PIV】Apartenanta al, rilata al nuko: n"
"tropik"	"热带"	"回帰線の;熱帯の ／ 【環】熱帯林 ／ 【気】熱帯性低気圧 ／ 熱帯魚"
"tulip"	"郁"	"【植】チューリップ（属）"
"splen"	"郁"	"憂鬱な,鬱々とした,落ち込んだ ／ 憂鬱（ゆううつ）,ふさぎこみ,落ち込んで無気力な気分,>>melankoli"
"kosm"	"宇"	"宇宙の ／ 【天】宇宙のインフレーション ／ 【理】宇宙線 ／ 【天】宇宙塵（うちゅうじん）"
"urin"	"尿"	"【医】尿検査,検尿 ／ 尿の,小便の ／ 【解】泌尿器 ／ ［自］排尿する,放尿する,小便する"
"pis"	"尿"	"［自］おしっこする（幼児語）,=urini ／ おしっこ（すること）"
"valut"	"币"	"【経】ドル相場 ／ 【経】共通通貨 ／ 【経】兌換（だかん）通貨,交換可能通貨 ／ 通貨の;為替相場の"
"varb"	"募"	"［他］（会員などを）募集する;【軍】徴募する"
"kvest"	"募"	"【PIV】(ntr (netransitiva)) Peti k kolek ／ 【PIV】Ago de tiu, kiu kvestas: la kvest"
"veget"	"茂"	"植生の;《転》無為の,無気力な ／ ［自］【植】（植物が）生育する,生い茂る;《転》細々と暮らす,無為に過ごす"
"senil"	"老"	"【病】老人性認知症 ／ 【生】【PIV】(pp (se paroli pri) histo, org"
"vokal"	"元"	"【声】長母音 ／ 【声】短母音 ／ 【声】母音"
"vokoid"	"元"	"【語】【PIV】Parolsono, dum kies prononco l"
"absurd"	"谬"	"非常識な,不合理な;ばかげた,ばかばかしい;【哲】不条理な ／ 【哲】不条理;=absurdaj^o;=absurdeco ／ 【論】【数】背理法で証明する ／ 【論】【数】背理法"
"ador"	"拜"	"［他］【宗】礼拝する,崇拝する,あがめる;《転》敬慕する,あこがれる;《転》 ／ 神をあがめる ／ 詩歌が大好きである ／ 崇拝,礼拝;敬慕,熱愛"
"kult"	"拜"	"悪魔崇拝 ／ 礼拝の,祭祀（さいし）の ／ 宗教団体 ／ ［他］【宗】祭る,礼拝する;崇拝する,礼賛する"
"adverb"	"副"	"【Ｇ】副詞,>>e-vorto"
"aflikt"	"悲"	"［他］深く悲しませる,苦しませる,悩ませる ／ 苦悩,悲嘆"
"trist"	"悲"	"《詩》=malgaja（気分の沈んだ）,=malg^oja（悲しい） ／ 【PIV】Tio, kio igas trista: en kavoj de"
"ajl"	"蒜"	"にんにくを含む;にんにく臭い,にんにく味の ／ ［他］にんにくで味付けする ／ 【植】ニンニク（葫）;《般》にんにく（球根）,=ajlobulbo;《般》ネ ／ 【植】ラッキョウ"
"akt"	"幕"	"【劇】幕;【法】証書 ／ 公正証書"
"kulis"	"幕"	"【劇】舞台裏;舞台の袖（そで）;《転》内幕,舞台裏"
"alud"	"暗"	"ほのめかしの,暗示的な ／ ［他］ほのめかす,それとなく言及する,暗示する ／ ほのめかし,遠回しの言及,暗示"
"obskur"	"暗"	"《詩》=malluma（暗い）;=malklara（不明瞭な）;=nekon ／ 【PIV】Stato de io obskura: c^iu ja, ec^ ／ 【PIV】Karakterizig^i per obskuro."
"tenebr"	"暗"	"【PIV】Profunda mallumo fizika au^ psika ／ 【PIV】Estanta en tenebro: ne estas sav'"
"arbitr"	"擅"	"任意の,勝手気ままな ／ 任意に,恣意的に ／ =arbitraj^o"
"asert"	"断"	"［他］断言する,主張する ／ 主張,断言 ／ 【語】【PIV】Enhavanta aserton: aserta prop"
"balbut"	"结巴"	"［自］どもる ／ 【PIV】Io balbutita: lian balbuton neniu"
"bambu"	"竹"	"竹製の ／ 竹垣 ／ 【植】タケ（竹）"
"banan"	"蕉"	"バナナの皮 ／ 【果】バナナ"
"tint"	"鸣"	"［自］（金属やガラスが）チンチンと鳴る,カチャカチャ鳴る ／ 【PIV】Tia, ke g^i tintas: en pos^o oro  ／ 【PIV】Sono de io tintanta: kun bruo k t"
"blek"	"鸣"	"［自］（動物が）鳴く,いななく,ほえる;《転》（人が）わめく ／ （動物の）鳴き声,いななき;（人の）わめき声"
"hup"	"鸣"	"［自］【車】警笛を鳴らす ／ 【鳥】冠毛;【動】ふさ毛;【車】警笛,クラクション,=au^tokorno"
"c^irp"	"鸣"	"［自］（虫が）鳴く,（小鳥が）さえずる,>>pepi,>>zumi"
"kvivit"	"鸣"	"【PIV】Tiu krieto: kion birdo havas pro  ／ 【PIV】(ntr (netransitiva)) Krii kvivit!"
"buĝet"	"预算"	"【商】会計年度 ／ 【商】予算;予算案 ／ 【経】赤字予算 ／ 特別予算"
"ĝerm"	"芽"	"［自］発芽する,芽生える;《転》兆す ／ 【生】胚;芽,芽ばえ;《転》兆し"
"burĝon"	"芽"	"［自］芽をふく,つぼみを持つ ／ 【植】（葉や花の）芽;つぼみ,>>g^ermo,>>butono"
"s^os"	"芽"	"《Ｎ》【料】ふきのとう ／ ［自］若枝を伸ばす,ひこばえを生じる ／ 【植】若枝;ひこばえ"
"spros"	"芽"	"《詩》=g^ermo（新芽） ／ 【PIV】(ntr (netransitiva)) Kovrig^i de "
"ĉel"	"胞"	"【生】細胞核,=nukleo ／ 【解】（ニューロンの）細胞体 ／ 【生】細胞組織,=histo ／ 独居房;【生】細胞;【虫】（ハチの）巣穴;【政】細胞;【理】電子管,セル;【"
"celul"	"胞"	"【解】【PIV】C^iu el la etaj fakoj, kiuj fo"
"citoz"	"胞"	"【生】【PIV】(pp (se paroli pri) c^elo) For ／ 【PIV】Alinterna movig^o (kalikig^o) de "
"cep"	"葱"	"【料】玉ネギ;【植】タマネギ"
"cerv"	"鹿"	"【動】ワピチ,オオシカ ／ 【動】シカ（鹿，属）;シカ（科） ／ 《般》トナカイ,=boaco ／ 【動】アカシカ"
"dama"	"鹿"	"【動】ダマジカ,=damcervo"
"cign"	"天鹅"	"白鳥の歌,最後の傑作 ／ 【鳥】ハクチョウ（白鳥）;《転》詩聖 ／ 【天】はくちょう座"
"deĵor"	"当"	"【日】用番老中（ようばんろうじゅう）【私家版】 ／ 当直士官 ／ ［自］当直する,勤務中である ／ 当直"
"deput"	"派"	"［他］（議員に）選出する,送り出す,>>delegi"
"sekt"	"派"	"宗派の,党派の;《転》偏狭な,セクト的な ／ 宗派の人;党派の人,分派の人 ／ 【宗】宗派,教派;学派;【政】党派,派閥;《転》分派,セクト"
"deriv"	"派"	"【Ｇ】派生の ／ ［他］【Ｇ】派生させる;【数】導関数を求める,微分する;【電】分路を設ける; ／ 【数】【PIV】Operacio, kiu al funkcio f aso"
"skol"	"派"	"【イ】ハナフィー法学派【私家版】 ／ 学派の人,門下生 ／ 学派,流派,門下"
"digest"	"消"	"消化の ／ 【解】消化器 ／ 消化過程 ／ 【解】消化系"
"eĥ"	"回"	"反響して,こだまして ／ ［他］反響させる ／ 反響,こだま;【通】エコー;《転》おうむがえし ／ 【PIV】Helena nimfo, kies puno konsistas"
"ekran"	"屏"	"【電】スクリーングリッド,遮蔽格子 ／ ［自］ついたてでさえぎる,ついたてを立てる ／ ついたて,遮蔽（しゃへい）物;映写幕,スクリーン;（テレビやレーダーの）画面 ／ 【理】電気遮蔽（しゃへい）,シールド"
"ekzakt"	"精"	"正確な,精密な,厳密な,>>senerara,>>strikta ／ 厳密な定義 ／ 正確な時間 ／ 正確な計算"
"fajn"	"精"	"極上の,上質の,純良な;精巧な,繊細な,きめの細かい;（感覚が）鋭敏な,繊細 ／ 高級ブランデー ／ 鋭い耳（聴覚） ／ 微小粒子;【環】浮遊粒子状物質"
"rafin"	"精"	"［他］精製する;《転》洗練する,細かくする"
"nimf"	"精"	"【神】ニンフ（ギリシア神話の水の精）;【虫】若虫（わかむし）;【解】小陰唇,"
"niks"	"精"	"【神】ニックス（ゲルマン神話の水の精）,>>akvofeo"
"emerit"	"退"	"退職した;退職者の ／ 退職年金,恩給 ／ 名誉教授 ／ （年金を受給できる）退職者,>>pensiulo"
"regres"	"退"	"後退の,退行する,=malprogresa;【数】回帰する ／ 【数】回帰直線 ／ ［自］後退する,退歩する,=malprogresi ／ 後退,退歩,=malprogreso"
"retret"	"退"	"［自］【軍】=retirig^i（退却する） ／ 【軍】=retirig^o（退却）"
"fab"	"豆"	"【植】ソラマメ（空豆）;《般》豆（まめ）"
"fazeol"	"豆"	"【植】インゲンマメ（隠元豆）（属） ／ 【植】アズキ（小豆）（種）"
"kverel"	"吵"	"［自］口論する,口げんかする ／ 口論,口げんか"
"lanc"	"矛"	"槍（やり）;銛（もり）;【遊】（将棋の）香車 ／ 【遊】（将棋の）成香"
"lanĉ"	"发"	"［他］放つ,発射する;世に送り出す;【海】進水させる;【情】（プログラムを） ／ 雑誌を創刊する ／ キャンペーンを開始する ／ 小説を発表する"
"emisi"	"发"	"【経】発行の,振出の;【理】放出の,放射の ／ 【経】発券銀行 ／ ［他］【経】（通貨を）発行する,（手形を）振り出す;【理】（粒子や電波を）放 ／ 【経】発行,振出;【理】放出,放射"
"tali"	"腰"	"（人体・服の）胴,胴体;腰回り,腰（のくびれた部分）,ウエスト,>>koks ／ 【PIV】① 1 Muzo de la komedio. 2 Unu el "
"lumb"	"腰"	"腰の ／ 【病】腰痛 ／ 【解】腰,腰部（背中の下部）,>>kokso,>>talio"
"magnet"	"磁"	"【理】棒磁石 ／ 【理】永久磁石 ／ 【理】Ｕ字磁石 ／ 磁石の;磁気を帯びた,磁気の,磁力の,磁性の;《転》人を引きつける"
"mani"	"狂"	"【病】躁鬱病（そううつびょう） ／ 熱狂,偏執,マニア;奇癖;【医】躁状態,躁病"
"delir"	"狂"	"振戦譫妄（せんもう） ／ 精神錯乱の,うわ言を言う;有頂天になった ／ ［自］精神が錯乱する,うわ言を言う ／ 精神錯乱;【病】譫妄（せんもう）;《転》逆上,有頂天"
"furioz"	"狂"	"怒り狂った,激怒した;荒れ狂う ／ 狂暴な犬 ／ 荒れ狂う嵐 ／ 怒り狂って"
"rabi"	"狂"	"狂犬病の,狂犬病にかかった;《転》激高した,狂暴な ／ 【病】狂犬病,>>akvofobio;《転》激怒,狂暴"
"masaĝ"	"摩"	"［他］マッサージする ／ マッサージ"
"matĉ"	"赛"	"［自］試合をする ／ 【運】試合,>>ludo"
"turnir"	"赛"	"［自］トーナメントに参加する,試合をする,勝負する ／ 【運】トーナメント,勝抜き戦;試合,勝負;【史】騎馬試合"
"medi"	"境"	"【政】環境庁 ／ 【生】外部環境 ／ 家庭環境 ／ 【生】内部環境"
"mejl"	"里"	"【単】マイル（英=1609m、仏=7422m、独=7500m）;かなりの距離"
"mev"	"鸥"	"【鳥】カモメ（鴎）（科）"
"lar"	"鸥"	"【鳥】カモメ（属）,>>mevo ／ 【PIV】Romanaj dioj, protektantaj la hom"
"miaŭ"	"咪"	"［擬］ニャア（猫の鳴き声） ／ ［自］（猫が）ニャアと鳴く ／ （猫が）ニャアと鳴く声"
"motiv"	"由"	"［他］（物事が）動機付ける,理由付ける ／ 動機,理由,根拠;【芸】モチーフ,主題;【楽】モチーフ,動機 ／ 最大の動機"
"sinap"	"芥"	"【植】シロガラシ（種） ／ 【医】からし泥（でい） ／ 【植】カラシ（芥子）（属）,>>mustardo"
"veto"	"否"	"［他］拒否権を行使する ／ 【法】拒否権"
"neg"	"否"	"【PIV】(tr (transitiva)) Nei 2: personoj"
"norm"	"范"	"二重基準,ダブルスタンダード ／ 【環】環境基準 ／ 基準の,標準の,規格の;規格に準処した ／ 【統】標準偏差"
"nuanc"	"微"	"［他］色合いをつける,微妙な変化をつける ／ 微妙な差異,色合い,ニュアンス ／ （微妙すぎて）とらえ難いニュアンス"
"kern"	"核"	"【生】細胞核,=nukleo ／ 【天】銀河中心核 ／ 核の;《転》核心的な,肝要な ／ 核心的な考え"
"nukle"	"核"	"（la 〜）チェルノブイリ原子力発電所 ／ 核の;有核の;【理】原子核の ／ 核兵器,=atoma armilo ／ =atomcentralo（原子力発電所）"
"panic"	"粟"	"【料】キビ団子 ／ 《Ｎ》【植】キビ（黍）（属）,>>mileo"
"mili"	"粟"	"【植】雑穀（アワ，キビ，ヒエ，モロコシなど）,>>setario,>>pan"
"panik"	"慌"	"【医】パニック障害 ／ ［他］おびえさせる,動転させる,恐慌を引き起こす ／ 恐慌,パニック;【経】恐慌 ／ 【植】=>panico（キビ）"
"aneks"	"并"	"［他］【政】併合する;添付する"
"pasiv"	"被"	"受身の,消極的な;【Ｇ】受動の ／ 受動喫煙 ／ 消極的な性格 ／ 【Ｇ】受動分詞"
"pelv"	"盆"	"便器 ／ たらい,洗面器,水盤;【解】骨盤 ／ 【PIV】Rilata al la pelvo: la pelva kavo"
"basen"	"盆"	"泉水,ため池;船溜まり;（川の）流域;【地理】盆地,=rondvalo ／ 【地質】堆積盆地 ／ 【地理】タリム盆地"
"piknik"	"野餐"	"［自］野外で食事する ／ 野外での食事,野外パーティー,ピクニック,>>ekskurso"
"pilol"	"丸"	"避妊薬 ／ 【薬】錠剤,丸薬;《般》（避妊用の）ピル"
"testik"	"丸"	"【解】睾丸（こうがん）転位 ／ 【解】精巣,睾丸（こうがん）"
"podi"	"台"	"演壇の,ステージの ／ パネルディスカッション ／ 登壇者,パネリスト ／ 演壇,ひな壇,高座,ステージ;【建】（闘技場・円形劇場の）ひな壇式観覧席"
"teras"	"台"	"段々に,階段状に ／ 【建】テラス,露台;【建】テラス,屋上露台;（石垣などで支えた）台地,高台,"
"peron"	"台"	"【建】（玄関前などの）外階段"
"bufed"	"台"	"ビュッフェ（立食用のテーブル）,（立ったまま酒を飲む）カウンター ／ 【動】【PIV】Fam. (Familio) (Bufonidae) de "
"konzol"	"台"	"【建】持ち送り;【建】コンソール・テーブル（壁面の装飾卓）;【情】コンソール"
"sufiks"	"缀"	"接尾辞の ／ 【Ｇ】接尾辞;【情】（ファイル名の）拡張子"
"purpur"	"紫"	"紫色の,赤紫色の,>>viola,>>skarlata ／ （赤みがかった）紫色,赤紫色;紫衣（王や高僧が身につける）;【病】紫斑病"
"stab"	"参"	"技術スタッフ ／ 【軍】参謀,幕僚;幹部,スタッフ（個人） ／ 【軍】参謀部;（団体の）幹部,首脳部,スタッフ（集団）"
"refut"	"驳"	"［他］論破する,反駁（はんぱく）する,反論する ／ 論破,論駁,反駁,反論"
"barg^"	"驳"	"【海】（港や河川で使われる）平底の荷船,はしけ,バージ,=plats^ipo"
"replik"	"驳"	"［他］=rebati（反論する）;【美】（自作を）複製する,>>kopii ／ =rebato（反論）;【劇】（舞台進行の）きっかけとなるせりふ,>>sig"
"rub"	"废"	"【環】放射性廃棄物 ／ がれきの,がらくたの ／ 瓦礫,残骸;がらくた,くず;【地質】岩屑（がんせつ）;【環】=rubaj^o"
"ruin"	"废"	"荘厳な遺跡 ／ 廃墟の,荒廃した ／ 廃墟,破壊の跡;遺跡;《転》崩壊した状態"
"abol"	"废"	"［他］=abolicii（廃止する） ／ 【PIV】Ago de instanco, kiu abolas: voc^"
"abrog"	"废"	"【法】【PIV】(tr (transitiva)) Nuligi leg^o ／ 【PIV】Ago de instanco, kiu abrogas. Vd "
"kolumn"	"栏"	"【印】（縦の）欄;（新聞の）コラム;（縦の）列;【遊】（チェス盤などの）縦列"
"rubrik"	"栏"	"（新聞・雑誌の）欄;（書籍の）見出し,標題;【キ】ルブリカ（典礼書中に朱書き"
"barier"	"栏"	"［他］柵でふさぐ ／ （通行を制限するために開閉できる）門柵,柵;（踏切の）遮断機"
"ŝak"	"棋"	"【遊】将棋 ／ 【遊】チェスの,将棋の;（キングが）王手のかかった ／ ［自］【遊】王手がかかる ／ 【遊】チェス,将棋（=japana s^ako）;（チェス・将棋の）王手"
"ŝampu"	"沐"	"［他］（頭髪を）シャンプーで洗う ／ シャンプー,洗髪剤"
"ŝark"	"鲨"	"【魚】サメ（鮫）,フカ（鱶）（の類）;《転》強欲な人 ／ 【動】【PIV】Ordo (Selachii) de elasmobrank"
"diet"	"节"	"断食療法;【医】絶食療法 ／ 肉食療法 ／ 【医】食餌療法の ／ （日本の）国会議員,>>parlamentano"
"silab"	"节"	"【声】閉音節 ／ 【声】強音節 ／ 【声】長音節 ／ 【声】開音節"
"artik"	"节"	"［他］関節でつなぐ;【声】分節する ／ 【解】関節;【機】継手（つぎて） ／ 【解】股関節（こかんせつ） ／ 【解】ひじ関節"
"strof"	"节"	"【文】（詩の）節,連 ／ 【PIV】Rilata al strofo: strofa struktur"
"artr"	"节"	"【医】【PIV】Artiko (en kunmetaj^oj)."
"gangli"	"节"	"【解】神経節 ／ 【解】=limfonodo（リンパ節）"
"dietik"	"节"	"【PIV】Scienco pri la dietoj, k ilia ter"
"klau^n"	"丑"	"［自］おどけてみせる ／ 【劇】クラウン,道化役者;（サーカスの）道化師,ピエロ"
"pajac"	"丑"	"【劇】道化師,>>farsisto,>>amuzisto"
"ŝok"	"震"	"ショッキングな,衝撃的な ／ 衝撃的に ／ ［他］精神的な衝撃を与える,ショックを与える,ぎょっとさせる ／ （精神的な）ショック,衝撃;【医】ショック（症状）"
"sism"	"震"	"【地質】=tertremo（地震）"
"seism"	"震"	"【地質】【PIV】Tertremo. Sin. (sinonimo) sis ／ 【PIV】Rilata al la tertremoj k iliaj ef"
"stabil"	"稳"	"安定した,永続する;【理】安定な,>>metastabila,>>nesta ／ 【理】安定なつり合い ／ 恒久的平和 ／ 【PIV】Speco de skulptaj^o, kiu staras s"
"aplomb"	"稳"	"自信に満ちて,落ち着き払って,沈着冷静に;図々しく ／ 確固とした自信,落ち着き,沈着;図々しさ"
"ŝtorm"	"暴"	"荒れ狂う嵐 ／ あらしの,荒天の ／ 【海】高潮（たかしお） ／ ［自］暴風が吹く,荒れる"
"tiran"	"暴"	"残忍な専制君主 ／ 圧制的な,横暴な ／ 圧制的に,横暴に ／ ［他］暴政を行う;《転》横暴にふるまう,虐げる"
"brutal"	"暴"	"【PIV】Krudac^a, perfortema, kruela homo ／ 【PIV】Havanta karakteron de brutalo: pr ／ 【PIV】Lau^ maniero de brutalo: brutale "
"zelot"	"迷"	"《転》熱心なファン,（サッカーの）サポーター【私家版】 ／ 【史】ゼロテ党員;《転》熱心な信奉者,熱狂者,=fanatikulo"
"mat"	"席"	"［自］【遊】（チェス・将棋で）詰む ／ マット,むしろ,ござ,敷物,>>tapis^o,>>tatamo ／ 【遊】（チェス・将棋の）詰み,チェックメイト"
"melon"	"瓜"	"【果】メロン;【植】メロン（種）"
"kukum"	"瓜"	"【植】キュウリ（種）;キュウリの果実"
"kukurb"	"瓜"	"【植】カボチャ（属）"
"miel"	"蜜"	"天然の蜂蜜 ／ 蜂蜜の,蜂蜜入りの;蜜のように甘い;《転》甘ったるい ／ 蜂蜜（はちみつ）,みつ,>>nektaro,>>melaso"
"nektar"	"蜜"	"【神】ネクタル（酒）;《転》甘露,美酒;【植】花蜜（かみつ）"
"musk"	"苔"	"苔（こけ）むした,苔の生えた ／ 《般》【植】コケ（苔） ／ 【植】蘚類（せんるい）（コケ植物の一綱）,>>briofitoj,>>hep"
"ignor"	"忽"	"［他］（意図的に）無視する,見ないふりをする,知らないふりをする,>>neg"
"ocean"	"洋"	"【地名】南極海（＝南氷洋） ／ 【地名】北極海（＝北氷洋） ／ 【地名】大西洋,=Atlantiko ／ 【地名】インド洋"
"parget"	"拼"	"［他］【建】寄せ木張りにする ／ 【建】寄せ木張りの床"
"palp"	"摸"	"手探りで ／ ［他］手探りする,触れてみる;撫でる,さわる;【医】触診する ／ 【PIV】Rilata al palp(ad)o: la pugopalpa ／ 【PIV】Ago de tiu, kiu palpas: la palpad"
"palt"	"大衣"	"【服】オーバー,外套（がいとう）,防寒コート,>>surtuto"
"pane"	"瘫"	"停電 ／ ［自］【機】（故障して）停止する;【海】（縮帆して）停船する;【情】クラッシ ／ 【機】（故障による）停止;【海】（縮帆して）停船;【情】クラッシュ"
"plegi"	"瘫"	"【医】【PIV】Paralizo (suf-e (sufikse) uzat"
"pap"	"教皇"	"教皇の,法王の ／ 【カ】回勅（ローマ教皇の回状）,=encikliko ／ 【カ】ローマ教皇尚書院 ／ 【キ】教皇,ローマ法王"
"papag"	"鹦"	"オウム返しに,訳も分からずに,口まねで ／ ［自］オウム返しに言う,訳も分からずにまねる,受け売りする ／ 【鳥】オウム（鸚鵡）;《転》（他人の言葉を）受け売りする人"
"papili"	"蝶"	"【虫】ヤマキチョウ ／ 【虫】キアゲハ（黄揚羽）（種）,=makaono ／ チョウの;《転》移り気な,浮気な ／ 【服】蝶ネクタイ"
"pensi"	"养老"	"退職年金,恩給 ／ 国民年金 ／ ［他］年金を支給する ／ 年金"
"pere"	"亡"	"［自］（災害などで）死ぬ;滅びる,消える,滅亡する ／ 落命,死去;破滅,滅亡,消滅"
"perl"	"珠"	"人造真珠,模造真珠 ／ 真珠を養殖する ／ 天然真珠 ／ 真珠の,真珠のような,真珠色の"
"persik"	"桃"	"桃の種 ／ 【果】モモ（桃）"
"pian"	"琴"	"【楽】電子ピアノ ／ 【楽】グランドピアノ ／ 【楽】ピアノ ／ 【楽】アップライトピアノ"
"lir"	"琴"	"【楽】リラ,たて琴 ／ 【貨】リラ（イタリアの通貨） ／ 【天】こと（琴）座"
"harp"	"琴"	"［自］ハープを演奏する ／ 【楽】ハープ"
"orgen"	"琴"	"［自］パイプオルガンをひく ／ 【楽】パイプオルガン,>>harmoniumo"
"citr"	"琴"	"【楽】チター;【楽】キタラ（古代ギリシアの弦楽器）"
"pionir"	"拓"	"精力的な開拓者 ／ 先駆的な,草分け的な ／ ［自］率先する,道を切り開く,他に先駆ける ／ 開拓者,パイオニア;先駆者,草分け;【軍】工兵;（旧ソ連の）ピオネール"
"pipr"	"椒"	"【料】白胡椒（こしょう） ／ 【料】（粉末状の）唐辛子（とうがらし）,>>kapsiko ／ 【料】黒胡椒（こしょう） ／ ［他］こしょうをきかせる"
"plast"	"塑"	"プラスチックの;可塑性のある ／ レジ袋 ／ プラスチックボトル ／ ポリ袋,ビニール袋"
"modl"	"塑"	"［他］（粘土・ロウなどで）形を作る,造形する ／ 【PIV】Ago de tiu, kiu modlas: modlopast"
"plasti"	"塑"	"【医】【PIV】Operacio, destinita ripari org ／ 【PIV】Rilata al plastio: plastia kirurg"
"princ"	"侯"	"（La 〜）【文】『星の王子様』（サンテクジュペリ作） ／ 【地名】プリンス・エドワード・アイランド州（カナダ） ／ （三人称）皇太子殿下 ／ 君主の;君主にふさわしい"
"markiz"	"侯"	"侯爵 ／ 【地名】マルキーズ（マルケサス）諸島（南太平洋中部）"
"inic"	"授"	"［他］（人に）秘伝を授ける;手ほどきをする"
"pupitr"	"案"	"（傾斜した）見台,書見台,記帳台,立ち机;【楽】譜面台"
"rafan"	"萝卜"	"【植】ダイコン（大根）（種）;【植】ダイコン（属）"
"rap"	"萝卜"	"【植】カブ,カブラ（蕪）（種）"
"ran"	"蛙"	"【動】トノサマガエル（殿様蛙）（属）;《般》カエル（蛙）（総称） ／ 【動】アマガエル（雨蛙）（総称）,=hilo ／ 【医】【PIV】Rilata al rano: rana kisto (li"
"batrak"	"蛙"	"【動】無尾類,=senvostuloj ／ 【PIV】(ark. (arkaismo, arkaisme)) = amf"
"reĝim"	"制"	"独裁制 ／ 経済制度 ／ 【情】挿入モード,>>superskriba ／ 【情】対話モード,インタラクティブモード"
"faz"	"相"	"【電】位相指数,位相定数 ／ （変化の）段階,局面,様相;【理】位相;【化】相;【天】（月などの）相,位相"
"vezir"	"相"	"【史】（旧トルコ帝国の）大臣"
"ren"	"肾"	"【医】人工腎臓 ／ 腎臓の ／ 【解】腎被膜 ／ 【病】腎疝痛（じんせんつう）"
"nefr"	"肾"	"【解】【医】【PIV】Reno (precipe en kunmetaj^o ／ 【PIV】Rilata al reno(j)."
"revizi"	"审"	"［他］検査する;再検討する,見直す,修正する;【印】校正する,校訂する,校閲 ／ 検査;再検討,見直し,修正;【印】校正,校訂,校閲;【法】再審;【機】保守点"
"asiz"	"审"	"【法】（フランスの）重罪裁判;（英国の）巡回裁判 ／ 【地名】アッシジ（イタリア） ／ 【PIV】Rilata al asizo: asiza tribunalo "
"reviz"	"审"	"［他］監査する,=revizori ／ 監査,査察,=revizorado"
"cenzur"	"审"	"［他］検閲する;【心】検閲する ／ 検閲;【心】検閲"
"rigid"	"硬"	"硬直した,こわばった;融通のきかない,堅苦しい ／ 【理】剛体 ／ 肩こり ／ 硬直して;じっと"
"hard"	"硬"	"［他］焼入れする;硬化させる;鍛える"
"dur"	"硬"	"《詩》=malmola（かたい） ／ 【史】ドゥーロ（スペインの５ペセタ銀貨）"
"skler"	"硬"	"【医】（組織が）硬化した"
"ciroz"	"硬"	"【病】硬変（症） ／ 【病】肝硬変（症）"
"rim"	"韵"	"【文】女性韻 ／ 【文】抱擁韻 ／ ［他］押韻する ／ 【文】韻,脚韻"
"sag"	"矢"	"［自］矢のように飛ぶ ／ 矢;矢印;【数】矢,矢線 ／ 【天】や（矢）座"
"salik"	"柳"	"【植】シダレヤナギ（枝垂柳）（種） ／ 【植】ヤナギ（柳）（属） ／ 【PIV】1 Rilata al saliko. 2 Farita el s"
"vimen"	"柳"	"【植】タイリクキヌヤナギ（大陸絹柳）（種）;《般》（柔らかい）柳の枝"
"ŝaŭm"	"沫"	"泡の,泡立つ ／ 泡のように,泡を立てて ／ ［自］泡立つ;《転》（いきいきと）沸き立つ ／ 泡,あぶく,泡沫（ほうまつ）;（馬などの）泡汗;《転》はかないもの"
"sekur"	"安"	"安全な,安心できる,危険のない,><dang^era;（攻撃や災害に対して） ／ 安全かみそり ／ 安全に"
