"root"	"kanji"	"gloss"
"hosti"	"圣饼"	"【キ】聖体のパン,オスチヤ"
"naft"	"原油"	"【化】ナフサ;《般》原油,=kruda petrolo"
"balast"	"压舱"	"［他］【海】バラストを積む ／ 【海】バラスト,底荷;《転》余計な荷物"
"dedukt"	"演绎"	"【哲】演繹的 ／ 【哲】演繹的推論 ／ ［他］【哲】演繹する,><indukti ／ 【哲】演繹"
"katec^u"	"儿茶"	"【PIV】1 Ekstrakto el la ligno de katec^"
"tampon"	"棉塞"	"【医】【PIV】Sterilizita vatbulo, cilindra  ／ 【PIV】(tr (transitiva)) Haltigi hemorag"
"jul"	"圣诞"	"ユール祭（元来は北欧の冬至祭、現在はキリスト降誕祭）,>>kristnask ／ 【PIV】Forta remilo, kiun oni uzas per t"
"erp"	"耙"	"［他］【農】まぐわでならす"
"rast"	"耙"	"［他］（熊手などで）かく,かき集める;かきならす;【軍】徹底的に捜索する,掃"
"trol"	"拖网"	"【海】トロール網（漁業） ／ 【神】トロル（北欧伝説の巨人または小人）"
"drup"	"核果"	"【植】石果（せきか）（ウメ、モモなど堅い核をもつ多肉果）,=kernofru"
"rod"	"啃"	"［他］=>rong^i（かじる） ／ 【海】（港外の）停泊地,投錨地 ／ 【地名】ロードス島（エーゲ海）,=Rodiso"
"rong^"	"啃"	"［他］かじる,=mordeti"
"verv"	"劲"	"熱のこもった,気合の入った,活気あふれた ／ 情熱をこめて,気合を入れて ／ （芸術・精神活動の）情熱,熱気,熱,意気込み,気合,活気,精彩"
"anabol"	"合成"	"【生】【PIV】Tuto de la procezoj de konstru"
"orkid"	"兰"	"【植】ハクサンチドリ（属）,オルキス;【解】精巣,睾丸（こうがん）,=tes"
"orkide"	"兰"	"《般》【植】ラン（蘭）（科の総称）"
"ha"	"啊"	"［間］あっ！（驚き） ／ ［間］あはは！（笑い） ／ ［間］あはは！（笑い） ／ ［間］あはは！（笑い）"
"klast"	"屑"	"【地質】【PIV】1 Fragmento de rompita krista ／ 【PIV】1 Rilata al klasto. 2 Precipe kon"
"cinabr"	"朱"	"朱の;朱色の ／ 【鉱】シン砂;朱"
"debut"	"初"	"デビュー作 ／ ［自］デビューする,初登場する;世に出る,第一歩を踏み出す ／ デビュー,初登場;（人生・職業の）門出,第一歩"
"novic"	"初"	"【宗】（カトリックの）修練士;見習い僧;《転》初心者,新前,未経験者"
"monark"	"君主"	"（王・皇帝などの）君主,帝王 ／ 【PIV】Rilata al monarko au^ monarkismo:"
"h^ord"	"脊索"	"【動】【PIV】(chorda dorsalis) Kartilageca "
"febl"	"弱"	"《詩》=malforta（弱い）"
"asteni"	"弱"	"【医】【PIV】Nenormala manko de fortoj, ord"
"debil"	"弱"	"【医】【PIV】1 Perdinta siajn fortojn: debi"
"krater"	"坑"	"【地理】火口湖,>>kaldrona lago ／ 【地質】火口,噴火口;【天】クレーター;【史】クラテル（ワインを水で割るため"
"mesi"	"救世"	"【宗】救世主,メシア;【キ】イエス・キリスト;《転》救済者,救世主 ／ 【PIV】Rilata al la Mesio: la Mesiaj pro"
"muar"	"波纹"	"波形模様のついた ／ ［他］【機】（布・紙・金属に）波形模様をつける,モアレ加工する ／ 波形模様,モアレ"
"bigot"	"偏执"	"信心家ぶった,偽善的な,信心に凝り固まった,偏狭な ／ ［自］信心家ぶる,信心に凝り固まる ／ 偽善者,信心に凝り固まった人"
"morb"	"病"	"【医】症候群 ／ 【医】疾病,疾患,=malsano ／ 【PIV】Rilata al morbo: morba ento. Vd p"
"pretor"	"法官"	"【史】【PIV】C^e la Romanoj, c^iu neelektit ／ 【PIV】Rilata al pretoroj: la pretora ju"
"bunt"	"彩"	"=diverskolora（色とりどりの） ／ 【PIV】Eco de iu, io bunta: paradas la a"
"loteri"	"彩"	"宝くじ券 ／ 宝くじ,富くじ;《転》運,巡り合わせ ／ 【PIV】Rilata al loterio: loteria bileto"
"sabot"	"破坏"	"［他］（意図的に）破壊する,妨害する;（仕事を）ぞんざいに行う,手抜きする"
"pigr"	"懒"	"《詩》=maldiligenta（怠惰な） ／ 【PIV】Eco de iu pigra: la urson malindi"
"teni"	"条虫"	"【動】ジョウチュウ（条虫）,サナダムシ（真田虫） ／ 【PIV】Rilata al tenio: tenia antivermaj"
"knar"	"吱"	"［自］きしる,キイと音を立てる"
"glot"	"声门"	"【声】声門破裂音 ／ 【解】声門"
"katod"	"阴"	"【理】カソード,陰極,><anodo"
"mirt"	"香桃"	"【植】ギンバイカ（銀梅花）（属）,ミルテ（アフロディテの神木とされる） ／ 【PIV】Helena virina nomo."
"gap"	"呆"	"ぽかんと ／ ［自］（口を開けて）ぽかんと見とれる"
"inert"	"惰"	"惰性的な,無気力な,消極的な;【化】不活性の ／ 【化】不活性ガス ／ 【医】子宮無力,陣痛微弱"
"sau^r"	"爬虫"	"【動】【PIV】Kn (Kolektiva nomo) de reptili"
"stik"	"插"	"［他］【園】挿し木する ／ 【PIV】Ag(ad)o stiki."
"insert"	"插"	"［他］【園】接ぐ,差し込む;【解】付着させる ／ 【解】付着"
"izomer"	"异构"	"【化】異性体の;【理】異性核の ／ 【化】異性体;【理】異性核"
"pic^"	"阴户"	"《俗》=vulvo（陰門） ／ 【楽】=tonalto（音高）"
"hen"	"嘶"	"［自］（馬が）いななく,ヒヒンとなく,>>bleki ／ 【PIV】C^evalbleko."
"sibl"	"嘶"	"シューッと（長く鋭い）音を立てる ／ ［自］シューシュー（長く鋭い）音を立てる,（風が）ヒューヒュー鳴る ／ シューッという（長く鋭い）音"
"s^us^"	"嘶"	"【PIV】(ntr (netransitiva)) Brui simile  ／ 【PIV】Tia bruo: s^us^aj konsonantoj (s^"
"insil"	"窖藏"	"【PIV】(tr (transitiva)) Konservi furag^"
"opal"	"蛋白石"	"【鉱】オパール,タンパク石"
"lof"	"迎"	"［他］【海】船首を風上にむける ／ 【PIV】Tiu flanko de s^ipo, kiu estas el"
"male"	"捶"	"［他］槌で打つ ／ 木槌,（ポロ競技の）打球槌,>>martelo;【解】（中耳の）槌骨（つちこ ／ 【地名】マレ（モルジブの首都）"
"tif"	"疹"	"【病】発疹チフス ／ 【病】チフス（通称）,>>ekzantema tifo,>>tifoido,"
"mening"	"脑膜"	"【解】髄膜"
"klerik"	"教士"	"聖職者の ／ 【宗】聖職者,僧侶,><laiko,>>ekleziulo"
"bolet"	"菇"	"【菌】イグチ（アミタケ科のキノコの総称）,=tubofungo ／ 【菌】ヌメリイグチ,=buterfungo ／ 【菌】ヤマドリタケ（アミタケ科の食用キノコ） ／ 【菌】ウラベニイグチ（毒キノコ）"
"gamet"	"配子"	"【生】【PIV】Seksa c^elo (tipe unuploida), "
"panter"	"豹"	"【動】クロヒョウ（黒豹）（変種） ／ 【動】ヒョウ（豹）（種）=leopardo;ヒョウ（属）"
"puli"	"滑轮"	"【理】定滑車 ／ 【理】動滑車 ／ 【機】滑車,プーリー"
"ekzorc"	"驱魔"	"［他］【宗】（悪魔・悪霊を）追い払う ／ 【PIV】Ago ekzorci."
"kaj^ol"	"奉"	"へつらいの,おもねるような,甘い ／ ［他］機嫌をとる,（物をねだって）甘える,たらし込む ／ へつらい,おもねり,甘言"
"ekin"	"海胆"	"【動】ウニ,=markas^tano"
"eh^in"	"海胆"	"【PIV】= ekino."
"servir"	"发球"	"【PIV】La komenca bato c^e pilkludoj kie ／ 【PIV】(ntr (netransitiva)) Fari la kome"
"komuni"	"圣餐"	"［他］【キ】聖餐を授ける,聖体を授ける ／ 【キ】聖餐（せいさん）,聖体拝領"
"mitral"	"机枪"	"【軍】軽機関銃,=mas^inpafileto ／ 【軍】機関銃,=mas^inpafilo ／ 【PIV】= mitra 2."
"drakon"	"苛"	"過酷な,厳格な ／ 【人名】ドラコン（古代アテネの立法家） ／ 【PIV】Agi tirane: (azilo), kie la mond'"
"raviol"	"饺"	"【料】水餃子（すいぎょうざ） ／ 【料】ギョーザ（餃子） ／ 【料】焼き餃子 ／ 【PIV】Malgrandaj pastaj^oj, farc^itaj d"
"dekolt"	"低领"	"【服】ローブ・デコルテ（襟ぐりを大きくして肩や背中をあらわにした女性用礼服） ／ ［他］【服】（胸・肩などを大きく）くる;肩（胸・背中）をあらわにする"
"prism"	"棱镜"	"【理】色消しプリズム ／ 角柱の;プリズムの ／ 【数】角柱;【理】プリズム ／ 【数】三角柱"
"cinik"	"冷笑"	"冷笑的な,世をすねた;【哲】犬儒（キニク）学派の"
"edif"	"教化"	"教化のための,教訓的な,ためになる ／ ［他］（宗教的・道徳的に）教化する,感化する,啓発する ／ 【PIV】Ago de iu, kiu edifas: ni ofte pe"
"dekant"	"倾析"	"［他］（ワインなどを）デカントする,上ずみを移しとる"
"konkub"	"内缘"	"内縁の夫,男めかけ,>>kromviro"
"j^ud"	"柔道"	"【運】柔道"
"tekton"	"硬木"	"【植】【PIV】1 G. (Genro) (Tectona el verbe ／ 【PIV】Rilata al tektono."
"kac"	"阳具"	"【PIV】(fm (familiara, familiare)) Penis"
"falus"	"阳具"	"【神】【PIV】1 Prezento de erekta peniso, k ／ 【PIV】Havanta formon de faluso: falusa "
"gilos^"	"编纹"	"［他］編み縄模様を彫る ／ =gilos^aj^o（編み縄模様）;=gilos^ado"
"radius"	"半径"	"【数】半径の;【解】橈骨の ／ 【数】半径;行動半径;【解】橈骨（とうこつ）"
"s^unt"	"分流"	"［他］分流させる,分路をつける ／ 【理】分流器,分路"
"vener"	"性病"	"【病】性病の,=seksmalsana ／ 【病】=seksmalsano（性病） ／ 【神】=Venuso（ビーナス）"
"akaci"	"金合欢"	"【植】アカシア（属） ／ アカシアの花（房状）"
"globul"	"血球"	"【解】=sangoc^elo（血球）"
"akaj^u"	"腰果"	"【果】カシューの果実"
"sezam"	"芝麻"	"【植】ゴマ（胡麻）（属）;【料】ごま（ゴマの種子）;《転》（成功へ導く）魔法"
"stopl"	"茬"	"【農】（穀物を刈り取った後の）切株,刈株"
"brok"	"锦"	"［他］紋織りにする,錦織りにする"
"kastr"	"去势"	"［他］去勢する ／ 去勢"
"sor"	"腾"	"［自］【空】（気流に乗って）上昇する,舞い上がる,=suprenglisi ／ 【PIV】Supren: l' eterne virina tiras ni ／ 【植】【PIV】1 (pp (se paroli pri) filikoj)"
"sakr"	"骂"	"［自］ののしる,悪態をつく,>>blasfemi ／ 【解】仙骨（せんこつ） ／ 【PIV】Rilata al la sakro: la sakraj ver"
"snob"	"势利"	"スノッブな,上流ぶった,俗物の ／ スノッブ,紳士気取りの俗物"
"pau^s"	"摹"	"［他］敷き写しする,トレースする;《転》丸写しする,模倣する ／ 【PIV】1 Ago pau^si. 2 Alpreno de nova v"
"demenc"	"痴"	"【病】認知症,（古い言い方で）痴呆（ちほう） ／ 《古》【病】早発痴呆（ちほう）,=skizofrenio（統合失調症） ／ 【病】老人性認知症"
"kreten"	"痴"	"【医】クレチン病患者;《転》大ばか"
"paled"	"托盘"	"【機】パレット（荷役用のすのこ状の台）,荷運び台"
"despot"	"专制"	"専制的な,独裁的な;横暴な ／ 【政】専制君主,独裁者;《般》暴君,>>tirano,>>diktatoro"
"glac^er"	"冰川"	"【地理】【地質】【PIV】Grandega eterna maso de g"
"lab"	"皱胃"	"【PIV】1 = abomaso. 2 La membrano de la "
"glicer"	"甘油"	"【化】【PIV】Radiko, CH 2 OH-CHOH-CH 2 -, d"
"acer"	"枫"	"【植】カエデ（楓）（属）"
"premis"	"前提"	"【論】（三段論法の）大前提 ／ 【論】（三段論法の）小前提 ／ ［他］前提とする ／ 【論】前提"
"jogurt"	"酸乳"	"【料】ヨーグルト,ヤクルト,>>jahurto"
"ardez"	"板岩"	"【鉱】粘板岩;石盤"
"cedr"	"雪松"	"【植】アトラスシーダー ／ 【植】ヒマラヤスギ属;セイヨウスギ,シーダー ／ 【植】ヒマラヤスギ ／ 【植】レバノンスギ"
"uta"	"歌"	"【文】短歌,和歌,>>tankao"
"relikv"	"遗物"	"【宗】聖遺物;（聖者の）遺骨,遺品,=sanktrestaj^o;【生】遺存 ／ 【仏】仏舎利"
"amput"	"截"	"［他］【医】（手術で手足を）切断する ／ 【医】四肢切断手術"
"cintr"	"拱架"	"【PIV】Provizora helpc^arpentaj^o, konsi ／ 【PIV】Starigi cintron."
"urn"	"骨灰缸"	"骨つぼ ／ （古代の）つぼ（壺）,かめ（瓶）;骨つぼ;投票箱"
"arorut"	"葛"	"【料】くず湯 ／ 【植】クズウコン;【料】アロールートデンプン;（一般に）くず粉"
"somnol"	"困"	"【PIV】Stato transig^a inter dormo k mal ／ 【PIV】(ntr (netransitiva)) Esti en tia "
"molar"	"臼"	"【解】大臼歯,=granda mueldento;臼歯（きゅうし）,=mue ／ 【PIV】(evi (evitinda)) = (unu)mola."
"vanil"	"香兰"	"［他］【料】バニラの香りをつける ／ 【植】バニラ;【料】バニラエキス ／ 【PIV】Rilata al vanilo: vanilaj gus^oj;"
"s^pal"	"枕"	"（窓などの）横木;【鉄】枕木（まくらぎ）"
"lukr"	"赚"	"【PIV】(tr (transitiva)) Perlabori: li l ／ 【PIV】Enspezo ricevata de iu por lia la ／ 【PIV】(io) Alportanta vivtenan monon: l"
"dut"	"二度"	"【楽】二度音程"
"gingiv"	"牙肉"	"【解】歯肉,歯茎,=dentokarno"
"artez"	"自流"	"【地理】掘抜きの ／ 掘抜き井戸 ／ 【地名】アルトア地方（フランス）"
"oniks"	"玛瑙"	"【鉱】シマメノウ（縞瑪瑙）,オニックス"
"spele"	"窟"	"【PIV】Natura subtera kavo, i.a. (intera"
"kalend"	"初一"	"（いつまでもやって来ない）存在しない日 ／ （古代ローマ暦の）ついたち,月の第一日 ／ 【PIV】Nomo de la unua tago de la monato"
"vampir"	"吸血鬼"	"吸血鬼;【動】チスイコウモリモドキ,>>desmodo;《転》非情な搾取者"
"fini"	"限"	"【数】【PIV】a) (pp (se paroli pri) aro) Ha"
"kuret"	"刮匙"	"【医】【PIV】Speco de akra kulero, uzata en ／ 【PIV】(tr (transitiva)) Fari skrapadon "
"kodon"	"密码子"	"【生】【PIV】Unuo de gena informo, konsista"
"trace"	"轴线"	"【技】【PIV】Akso de projektita vojo au^ fe ／ 【PIV】(tr (transitiva)) 1 Desegni la tr"
"brez"	"闷"	"【PIV】(tr (transitiva)) Kuiri per milda"
"pustul"	"脓泡"	"膿疱の,膿庖のできた ／ 【病】膿疱（のうほう）"
"plag^"	"滩"	"（観光用の）浜辺,海水浴場,ビーチ;=strando（砂浜）"
"cikut"	"毒芹"	"【植】ドクゼリ（属）;ドクニンジンの毒 ／ 【植】ドクニンジン（毒人参）,>>konio"
"lord"	"卿"	"卿（英国貴族への敬称）;貴族"
"karob"	"角豆"	"【果】イナゴマメ（の実）"
"erik"	"石南"	"【植】エリカ（属）,ヒース ／ 【PIV】Vira nomo."
"fau^lt"	"断层"	"【地質】【PIV】Rezulto de pli-malpli profund"
"biceps"	"二头肌"	"【解】二頭筋 ／ 【解】上腕二頭筋 ／ 【解】大腿二頭筋"
"peruk"	"假发"	"かつら（鬘）"
"glutam"	"谷氨"	"【化】【PIV】Radiko de glutamata acido (en "
"punkci"	"穿刺"	"［他］【医】穿刺（せんし）する ／ 【医】穿刺（せんし）法"
"granit"	"花岗岩"	"花崗岩の,御影石でできた;《転》固い ／ 【鉱】花崗岩（かこうがん）;《般》御影石（みかげいし）"
"limon"	"柠檬"	"【果】レモン,>>citrono"
"bluf"	"唬"	"［自］はったりをかける,虚勢を張ってだます ／ はったり,からいばり,虚勢"
"sutur"	"缝合"	"【医】【PIV】1 Ago kunkudri la du randojn d ／ 【PIV】(tr (transitiva)) Fari suturon al"
"oktav"	"八度"	"【楽】オクターブ;【印】八つ折版 ／ 【PIV】Vira nomo."
"okt"	"八度"	"【楽】【PIV】Intervalo inter ok tonoj en di"
"turkis"	"碧"	"トルコ玉の;青緑色の ／ 【鉱】トルコ玉,トルコ石"
"gres"	"牧草"	"牧草,芝草,>>herbo"
"basbal"	"棒球"	"【運】野球,=bazopilko"
"metro"	"地铁"	"【交】地下鉄"
"onk"	"肿瘤"	"【医】【PIV】Tumoro, precipe maligna."
"nic^"	"壁凹"	"【建】壁がん,ニッチ;【環】生態的地位"
"flot"	"舰"	"【海】（大編成の）艦隊,船隊,船団;（一国の）全艦船,>>aerfloto"
"vesel"	"舰"	"【史】【軍】【PIV】Milits^ipo pli granda ol fr"
"fregat"	"舰"	"【軍】フリゲート艦;【鳥】グンカンドリ（属）"
"citrus"	"柑"	"【植】かんきつ（柑橘）類（の樹木、ミカン・ダイダイ・オレンジ・レモンなど） ／ 【植】グレープフルーツ,=grapfruktarbo"
"g^et"	"堤"	"【海】防波堤,突堤"
"celom"	"体腔"	"【動】【PIV】Korpa kavo c^e la plimulto de "
"empir"	"帝风"	"【芸】アンピール様式（ナポレオン帝政期に流行した古典風の家具・装飾様式）"
"zebr"	"斑马"	"【動】シマウマ（縞馬）"
"pis^t"	"活塞"	"【機】ピストン"
"batu"	"围猎"	"【PIV】Amasc^asado de bestoj, en kiu ser ／ 【PIV】(ntr (netransitiva)) Tiamaniere c"
"c^am"	"羚"	"【動】シャモア,>>antilopo"
"s^rot"	"粗粉"	"【PIV】Interprodukto de muelado (pistado"
"trad"	"信风"	"【気】貿易風 ／ 【法】【PIV】(tr (transitiva)) Au^toritate "
"alize"	"信风"	"【PIV】Iu el la ventoj, kiuj regule blov"
"kardan"	"万向"	"【機】カルダン懸架装置 ／ 【PIV】Itala filozofo, medicinisto k mat"
"duoden"	"十二指肠"	"【病】十二指腸潰瘍（かいよう） ／ 【解】十二指腸,>>maldika intesto"
"infest"	"患"	"【PIV】(tr (transitiva)) Svarme invadi, "
"fetic^"	"物神"	"【宗】物神,呪物（じゅぶつ）;迷信的崇拝の対象;【心】フェティッシュ"
"spiril"	"螺菌"	"【生】スピルリム,らせん菌 ／ 【生】【PIV】Grupo de eu^bakterioj (g-oj (g"
"obez"	"胖"	"【魚】メバチ（マグロ）（種） ／ 【医】【PIV】Dikventra, trafita de obezeco."
"gavi"	"潜鸟"	"【鳥】=kolimbo（アビ）"
"greb"	"潜鸟"	"【動】【PIV】Podicipo k parencaj g-oj (genr"
"parodi"	"戏仿"	"［他］パロディー化する,もじる ／ 【文】パロディー,もじり詩文;《転》こっけいな模倣 ／ 【PIV】Rilata al parodio."
"epitom"	"抄"	"（作品の）抜粋,要約,梗概（こうがい）,概要,>>resumo ／ 【PIV】Fari eltiraj^on el longa verko."
"haspel"	"绕"	"【服】【PIV】1 Lata ligna au^ metala tambur ／ 【PIV】(tr (transitiva)) Volvi sur haspe"
"s^agrin"	"鲨皮"	"粒起革の;さめ皮の;さめ肌の ／ ［他］粒起革になめす ／ 粒起革;さめ皮;《転》さめ肌"
"krisol"	"熔锅"	"【化】るつぼ,=fandvazo"
"atut"	"王牌"	"［自］【遊】切り札を出す ／ 【遊】（トランプの）切り札"
"krop"	"食袋"	"【鳥】そ嚢（のう）;【病】=strumo（甲状腺腫）"
"ananas"	"菠萝"	"【果】パイナップル"
"knik"	"座屈"	"【技】【PIV】(ntr (netransitiva)) (pp (se p ／ 【PIV】Misformig^o de fosto, kiu knikas:"
"remork"	"拖车"	"【PIV】1 S^ipo, barko, barg^o, trenata d ／ 【PIV】(tr (transitiva)) Treni post si, "
"tempi"	"侧头"	"【解】側頭,こめかみ ／ 【PIV】Rilata al tempio: tempia arterio,"
"bagag^"	"行李"	"（旅行者の）手荷物,=pakaj^o"
"brig"	"双帆船"	"【海】ブリッグ（２本マストに横帆を張った小型帆船）,>>brigeto,>>"
"tabet"	"脊髓病"	"【医】【PIV】Sifilisa afekcio, kiun karakte ／ 【PIV】Rilata al tabeto: tabeta amau^roz"
"kolb"	"托"	"【軍】（銃床の）床尾（しょうび）"
"korbel"	"托"	"【建】持送り積み"
"deprec"	"贬"	"【PIV】(tr (transitiva)) Redukti la merk ／ 【PIV】Tia redukto. Vd devaluto."
"cekum"	"盲肠"	"【解】盲腸"
"mercer"	"针线"	"小間物,服飾雑貨,手芸用品,>>galanterio"
"kist"	"囊肿"	"【医】嚢胞（のうほう）,嚢腫（のうしゅ） ／ 【病】卵巣嚢腫（のうしゅ）"
"iriz"	"虹"	"虹色の,虹色に輝く ／ ［他］虹色に彩る ／ 虹色効果,虹色の輝き"
"etos"	"氛"	"ムード音楽 ／ （精神的）雰囲気,ムード,趣き,情調;【芸】エートス（作品の持つ気品）"
"setl"	"居"	"【PIV】(ntr (netransitiva)) (pp (se paro"
"silvi"	"莺"	"【鳥】ズグロムシクイ（種） ／ 【鳥】オナガムシクイ（尾長虫喰）（属）"
"racem"	"消旋"	"【化】【PIV】(pp (se paroli pri) miksaj^o) "
"molusk"	"软体"	"【動】軟体動物 ／ 【動】軟体動物門"
"ladan"	"香脂"	"【植】【PIV】Aroma gumo, liverita de la fol"
"klis^"	"铸版"	"［他］【印】ステロ版にとる ／ 【印】鉛版,ステロ版;【写】陰画;《転》=klis^aj^o（決まり文句）"
"kliv"	"劈"	"［他］石目にそって割る,劈開（へきかい）させる ／ 【鉱】劈開"
"goril"	"猩"	"【動】ローランドゴリラ ／ 【動】ゴリラ ／ 【動】マウンテンゴリラ"
"napalm"	"凝油"	"【軍】ナパーム弾 ／ 【軍】ナパーム（焼夷弾用の燃料） ／ 【PIV】(tr (transitiva)) Ataki, detrui p"
"serp"	"割"	"［他］（鎌で）刈る ／ 鉈鎌（なたがま）,>>falc^ileto,>>rikoltilo"
"sekant"	"割"	"【数】セカント（正割）,>>kosinuso"
"polm"	"掌"	"【解】手のひら,=manplato ／ 【PIV】Rilata al la polmo."
"penis"	"阴茎"	"【解】陰茎,ペニス"
"but"	"培"	"［他］【農】根に土をかける,土寄せする"
"hurl"	"嚎"	"［自］（オオカミ・犬が）ほえる,遠吠えする,>>ululi ／ 吠え声,遠吠え"
"ulul"	"嚎"	"［自］（狼のように長く不吉な）遠吠えをする;（梟などが）ほうほうと鳴く;（サ ／ （狼などの）遠吠え;（梟などの）鳴き声;（サイレンなどの）うなる音"
"lami"	"野芝麻"	"【植】オドリコソウ（種） ／ 【植】オドリコソウ（属）;【神】ラミア（ギリシア神話の魔女，人を食い子供の血"
"arakid"	"花生"	"ピーナッツバター,=ternuksbutero ／ 【植】ラッカセイ（落花生）（属）,>>ternukso"
"atribu"	"归"	"［他］割り当てる;（〜の）せいにする ／ 【PIV】atribuado"
"sarkom"	"肉瘤"	"【医】【PIV】Maligna tumoro, evoluinta el k"
"galon"	"饰带"	"［他］飾りひもをつける ／ 【服】飾りひも,モール糸"
"svelt"	"苗条"	"すらりとした,すんなりとした,ほっそりした,=elegante maldik"
"hajk"	"短诗"	"【文】俳句"
"tranc"	"附身"	"［自］（霊媒が）神がかり状態である ／ （霊媒の）神がかり状態,入神状態,トランス"
"izotop"	"同位素"	"【理】【化】同位体の ／ 【理】【化】同位体,同位元素,アイソトープ"
"streb"	"奋"	"［自］全力をつくす,懸命に努力する,奮闘する ／ =strebado（懸命の努力）"
"papir"	"纸草"	"【解】【PIV】Papiruso (en kunmetaj^oj): pap"
"vinc^"	"绞"	"【機】ウィンチ,巻揚げ機 ／ 【PIV】Pentristo, arkitekto k ing^eniero"
"bordel"	"妓院"	"売春宿,=prostituejo,=malc^astejo"
"kiv"	"猴桃"	"《Ｎ》【果】キウイ"
"meger"	"悍妇"	"性悪女,意地悪女 ／ 【神】メガイラ（ギリシア神話の復讐の女神たちの一人） ／ 【PIV】Konduti kiel megero: post c^iu fa"
"j^argon"	"黑话"	"［自］ジャーゴンで話す,わけの分からない話し方をする ／ 【語】隠語,通語,仲間言葉,ジャーゴン,>>slango;（いくつかの言語が"
"kopul"	"交配"	"【生】【PIV】(ntr (netransitiva)) Fari kopu ／ 【語】【PIV】Verbo, kiu akompanas predikati"
"trigon"	"三角"	"【解】【PIV】Triangula anatomia elemento: o ／ 【PIV】= romboedra."
"ektopi"	"异位"	"【医】子宮外妊娠 ／ 【解】（器官の）転位 ／ 【解】睾丸（こうがん）転位"
"trepan"	"钻颅"	"［他］【医】（頭骨を）穿孔する ／ 【医】穿孔器,穿頭器,トレパン;【機】穿孔機,削岩機"
"abism"	"渊"	"深淵（しんえん）の,底知れないほど深い;【地理】深海の ／ 深淵（しんえん）,深海;底なしの淵（ふち）;【聖】天地創造以前の混沌"
"jakv"	"菠萝蜜"	"【植】【PIV】Frukto (s^ajnfrukto) de jakvar"
"facet"	"刻面"	"［他］切り子面を刻む ／ （宝石などの）切り子面,小面;（物事の）局面,様相"
"mimik"	"拟"	"［他］身ぶりや表情で表現する;まねをする ／ ジェスチャー,身ぶり（による表現）;物まね"
"simul"	"拟"	"［他］【医】（病気の）ふりをする;【学】シミュレートする,模擬実験をする"
"arbut"	"红果"	"【果】アルブツスの実（ヘビイチゴに似た赤く丸い果実で、ジャムや果実酒に利用さ"
"bent"	"底栖"	"【生態】【PIV】Vivularo de la fundo de maro  ／ 【PIV】Rilata al bento: benta fau^no, fl"
"c^antag^"	"讹"	"［他］強請る（ゆする）,恐喝する ／ 強請（ゆすり）,恐喝"
"uzukap"	"时效"	"［他］【法】（〜の所有権を）時効取得する ／ 【法】時効による所有権取得"
"vekt"	"杠"	"てんびん（天秤） ／ 天秤棒,（はかりの）さお"
"kaolin"	"瓷土"	"カオリンの,カオリン製の ／ 【鉱】高陵土,白陶土,カオリン"
"viscer"	"脏"	"【解】内臓,=internaj^o"
"lind"	"娇"	"【PIV】Alloge plac^aspekta."
"limfat"	"痰"	"【医】【PIV】Rilata al unu el la kvar tempe"
"tarz"	"眼板"	"【解】【PIV】Fibreca lameno, kvazau^skeleto ／ 【PIV】Rilata al tarzo: tarzaj glandoj ("
"ur"	"原牛"	"【動】オーロックス（17世紀に絶滅したヨーロッパ産野牛）,原牛（げんぎゅう）"
"kak"	"屎"	"《Ｎ》［自］うんちをする（幼児語）,>>feki"
"merd"	"屎"	"【PIV】(fm (familiara, familiare)) 1 Fek ／ 【PIV】(ntr (netransitiva)) Feki: ili me"
"misil"	"导弹"	"【軍】ミサイル"
"briz"	"微风"	"そよ風;【気】和風,疾風,雄風（風力階級４〜６）,>>zefiro"
"zefir"	"微风"	"そよ風;（ヨーロッパの）西風;【気】軽風（けいふう）（風力階級２）,>>br ／ 【神】ゼフィロス（ギリシア神話の西風の神）"
"ranc"	"哈喇"	"（油脂が）酸敗した,すえた,悪臭のする,嫌な味のする ／ すえた臭いのバター"
"karmin"	"洋红"	"洋紅色の ／ ［他］洋紅色に塗る,洋紅色に染める ／ 【化】カルミン,洋紅（ようべに）"
"munici"	"弹药"	"【軍】弾薬"
"stek"	"肉排"	"【PIV】Dika tranc^aj^o de viando au^ fis"
"ordin"	"叙"	"［他］【キ】叙階する,聖職につける ／ 【キ】聖職者の位階,品級"
"ogiv"	"尖拱"	"オジーブ式の ／ 【建】オジーブ（尖塔アーチ）;【軍】（ミサイルの）丸い弾頭,蛋形部（たんけい"
"fring"	"燕雀"	"【鳥】アトリ（属） ／ 【鳥】アオカワラヒワ（種）"
"lepr"	"麻风"	"【病】ハンセン病"
"rabarb"	"大黄"	"【植】ダイオウ（大黄）（属）;【料】ルバーブ,ショクヨウダイオウ（食用大黄） ／ 【PIV】Rilata al rabarbo: rabarba radiko"
"buljon"	"高汤"	"【料】ブイヨン ／ 【料】コンソメ（スープ）,=konsomeo"
"mote"	"蛾"	"【動】【PIV】Malgranda, malutila, grizeta p"
"aklam"	"欢呼"	"歓呼して,喝采して ／ ［他］歓呼して迎える,喝采する ／ 歓呼,喝采（かっさい）"
"mastik"	"腻子"	"［他］【建】パテで接合する,パテをつめる ／ マスチック,乳香（樹脂）;【建】パテ,マスチック,（同様の）充填材"
"surf"	"冲浪"	"［自］波乗りをする,サーフィンをする ／ 寄せて砕ける波,=ondoresalto"
