"root"	"kanji"	"gloss"
"natri"	"钠"	"【化】重曹,重炭酸ナトリウム（＝炭酸水素ナトリウム） ／ 【化】炭酸水素ナトリウム ／ 【化】水酸化ナトリウム ／ 【化】炭酸ナトリウム"
"natr"	"钠"	"【化】ソーダ石灰 ／ ソーダ石鹸 ／ 【化】ナトロン,ソーダ石（炭酸ナトリウムを含む）,>>sodo"
"kali"	"钾"	"【化】シアン化カリウム,青酸カリ ／ 【化】水酸化カリウム ／ 【化】硝酸カリウム ／ 【化】カリウム（元素，Ｋ）"
"silic"	"硅"	"【化】シリカ,二酸化ケイ素,=silicia dioksido ／ 【化】【PIV】Rilata al, konsistanta el sili"
"silik"	"硅"	"【鉱】ケイ石;火打石"
"silici"	"硅"	"【化】ケイ素（原子番号１４）"
"fosf"	"磷"	"【化】（リンを意味する造語要素）"
"fosfor"	"磷"	"【化】黄リン,白リン ／ 【化】リン（原子番号15の非金属元素）"
"fosfo"	"磷"	"【化】【PIV】Mll de fosforo, fosfato au^ fo"
"jod"	"碘"	"【薬】ヨードチンキ ／ 【化】ヨウ素（原子番号５３の非金属元素）;ヨード ／ 【PIV】(tr (transitiva)) Enkonduki jodon"
"uran"	"天王星"	"【神】ウラノス（ギリシア神話の天空神）;【天】天王星"
"bilion"	"兆"	"（米英で）十億,=miliardo;（独仏で）一兆,=duiliono,=m"
"megom"	"兆"	"【電】=megaomo（メガオーム）"
"kultiv"	"栽"	"【植】コリアンダー（セリ科の香草） ／ 【植】レタス,チシャ ／ 【植】グラスピー（種）,ガラスマメ ／ 【植】=luzerno（ムラサキウマゴヤシ）"
"klap"	"瓣"	"【機】蝶形弁 ／ 片開きの弁状のもの;【機】弁;（片側を蝶番で固定した）はね板;（ポケットの）"
"petal"	"瓣"	"【植】花弁,花びら,=korolfolio ／ 【植】【PIV】Senpetaluloj. Vd dialipetaloj,"
"spor"	"胞子"	"【生】胞子"
"trop"	"喻"	"【修】言葉のあや,（語の）転用,比喩,=vortfiguro"
"dilat"	"膨"	"［他］【理】膨張させる,>>ekspansii ／ 【理】膨張 ／ 【理】体膨張 ／ 【理】線膨張"
"kabl"	"缆"	"ケーブルテレビ ／ 太綱,ケーブル;【電】被覆電線,ケーブル ／ 海底ケーブル"
"s^im"	"霉"	"《般》【菌】アオカビ（青黴）,>>verda s^imo ／ 【菌】ハイイロカビ（灰色黴）,=botrito ／ カビの;かびた,カビの生えた ／ ［自］かびる,カビが生える;《転》くすぶっている,無為に過ごす"
"arbust"	"灌木"	"低木,小低木;【植】小低木"
"krak"	"啪"	"［自］（ぱちぱち・ぴしり・ぽきん・めりめり）乾いた音を立てる ／ ぱちっ,ぱん,ぱりっ,ぴしり,ぽきっ,めりっ,かさっ（などの乾いた音）"
"knal"	"啪"	"【PIV】(ntr (netransitiva)) Brui kiel vi"
"risort"	"弹簧"	"弾力のあるバネ ／ ばね仕掛けの,ばねの利いた ／ 【機】（製図用）スプリングコンパス,ばねコンパス ／ スプリングマットレス"
"c^ast"	"洁"	"貞節な,純潔な;清純な ／ 【PIV】(ntr (netransitiva)) Konduti c^as ／ 【PIV】Konduto c^asta: mi min gardis de "
"vibr"	"振"	"震動の,振動の ／ ［自］振動する,揺れる;震動する,震える;（音が）震える,鳴り響く;《転》（ ／ ひと揺れ,震え"
"oscil"	"振"	"【理】基本振動 ／ 【理】縦振動 ／ ［自］【理】（往復）振動する ／ 【理】（一回の）振動"
"korol"	"花冠"	"【植】唇形花冠（しんけいかかん） ／ 【植】漏斗形花冠（ろうとけいかかん） ／ 【植】鐘形花冠（しょうけいかかん） ／ 【植】花冠（かかん）,=petalaro"
"malt"	"麦芽"	"（醸造用の）麦芽,モルト ／ 【国名】マルタ（欧州） ／ 【地名】マルタ島（地中海中部） ／ マルタの;マルタ人の;マルタ語の"
"konus"	"锥"	"【数】円錐台 ／ 円錐の,円錐形の ／ 【機】勾配目釘,テーパピン ／ 【数】円錐（えんすい）;《般》円錐形のもの;【植】球果（きゅうか）"
"valv"	"阀"	"【機】吸い込み弁 ／ 【機】蝶形弁 ／ 【機】減圧弁 ／ 【機】安全弁"
"kirl"	"涡"	"【理】渦（うず）電流 ／ 旋回して,渦を巻いて ／ ［他］かきまわす,かき混ぜる,>>batmiksi ／ 渦,渦巻,旋回;【数】（ベクトル場の）回転"
"turbin"	"涡"	"【機】ガスタービン ／ タービンの ／ 【機】タービン ／ 【機】蒸気タービン"
"vortic"	"涡"	"【理】渦,>>kirlo;【解】渦"
"optik"	"光学"	"【理】幾何光学 ／ 光学の;視覚の ／ 【光】光軸 ／ 【光】視角"
"mer"	"链节"	"【化】【PIV】Baza, ripetig^anta kemia radik"
"puf"	"胀"	"ふくらんだ,ふくれた ／ （ふくらみのある）クッション,詰め物,パッド;（衣服や髪の）ふくらみ ／ 【PIV】(evi (evitinda)) = pufigi: larg^e"
"turg"	"胀"	"【生】【PIV】(pp (se paroli pri) c^elo, org"
"gips"	"石膏"	"石膏の胸像 ／ 石膏像,石膏模型 ／ ［他］石膏を塗る,漆喰を塗る ／ 焼石膏（しょうせっこう）;【医】ギプス;【鉱】石膏,=gipsos^tono"
"kard"	"刺草"	"【植】サントリソウ,キバナアザミ,=kniko ／ ［他］【織】（繊維を）すく,カーディングする ／ 【植】アザミ（薊）（の類）（頭花や葉に硬いとげをもつキク科植物の総称） ／ 【植】マリアアザミ,オオアザミ,=Maria silibo"
"ser"	"血清"	"【生】血清,>>serumo"
"kadavr"	"尸"	"死斑（しはん） ／ 死臭 ／ 死後硬直 ／ 死体,死骸（しがい）"
"sel"	"鞍"	"［他］鞍（くら）を置く ／ 【馬】鞍（くら）;（自転車の）サドル;《転》鞍形のもの,（山の）鞍部,（羊の"
"boben"	"圈"	"【電】空心コイル ／ ［他］（巻枠に）巻取る ／ 糸巻き;【電】コイル;【写】スプール;【映】リール ／ 【理】誘導コイル"
"cirk"	"圈"	"サーカス小屋;【史】（古代ローマの）円形競技場;【地理】圏谷（けんこく）,カ"
"kiras"	"甲"	"［他］装甲する ／ 【史】胴鎧（よろい）;【軍】（軍艦などの）装甲;【動】=karapaco（甲 ／ 【PIV】Provizita per kiraso: kirasa s^ip"
"metil"	"甲"	"【化】メチル基"
"skarab"	"甲"	"【虫】タマオシコガネ,スカラベ（属）;《般》コガネムシ（黄金虫・金亀子）（科"
"blend"	"甲"	"［他］=kirasi（装甲する） ／ 【鉱】閃（せん）亜鉛鉱;【鉱】硫化鉱物（の総称）;【軍】=kiraso（装甲"
"spektr"	"谱"	"【理】連続スペクトル ／ 【理】線スペクトル ／ スペクトルの ／ 【理】スペクトル"
"distil"	"馏"	"［他］【化】蒸留する ／ 【PIV】Ago de distilanto: seka distilado"
"agr"	"农"	"農地,=kultivata kampo"
"argil"	"粘土"	"粘土,陶土,>>potargilo ／ 陶土,=potargilo ／ 【PIV】Farita el argilo: argila poto k k"
"falk"	"鹰"	"【鳥】ハヤブサ（隼）（属） ／ 【鳥】ハヤブサ（隼）（種）"
"niz"	"鹰"	"【鳥】ハイタカ（鷂）（種）,>>akcipitro"
"bute"	"鹰"	"【鳥】ノスリ"
"jon"	"离子"	"【理】イオン結合 ／ 【理】イオン ／ 【理】負イオン,=anjono ／ 【理】正イオン,=katjono"
"ion"	"离子"	"【PIV】(evi (evitinda)) = jono. ／ 【楽】【PIV】(pp (se paroli pri) modalo) Uz ／ 【PIV】Helena vira nomo, i.a. (interalie"
"ankr"	"锚"	"［他］錨をおろす;【空】（気球を）係留する ／ 【海】錨（いかり）"
"kan"	"苇"	"《般》アシ,ヨシ,トウ,サトウキビの類,>>fragmito,>>rotan ／ 【PIV】Farita el kanoj: kana seg^o, tegm ／ 【聖】【PIV】Vilag^o en Galileo (35°17′E, 3"
"gir"	"旋"	"【PIV】(ntr (netransitiva)) Rondire turn"
"pivot"	"旋"	"［自］（軸を中心に）回転する,旋回する ／ 【機】ピボット,回転軸,軸頭 ／ 【PIV】Rilata al pivoto: pivota kanono."
"spiral"	"旋"	"らせん形の,渦巻き状の ／ 【天】渦状銀河,渦巻銀河 ／ 巻き貝（の殻） ／ 【理】つる巻きばね,ぜんまい"
"rotaci"	"旋"	"回転の,自転の ／ 【理】回転軸 ／ 【天】自転周期;【理】回転周期 ／ 【印】輪転機"
"turb"	"旋"	"［自］（こまのように）くるくる回る,旋回する;ろくろかんなをかける ／ 【遊】こま;【理】こま;【機】ろくろかんな;【貝】サザエ（栄螺）（の類）"
"ciklon"	"旋"	"【気】サイクロン;低気圧,><kontrau^ciklono ／ 【気】熱帯性低気圧"
"piruet"	"旋"	"［自］つま先で旋回する ／ （バレエの）ピルエット,つま先旋回"
"mobil"	"挂饰"	"【PIV】Artaj^o el plaketoj, ekvilibre pe"
"muk"	"粘"	"【生】（粘膜から分泌される）粘液"
"viskoz"	"粘"	"粘り気のある;【理】粘性の ／ 【理】粘性抵抗 ／ 【化】ビスコース,>>rajono"
"merg"	"沉"	"［他］（水に）つける,ひたす,沈める ／ 【鳥】アイサ（属）（秋沙）"
"sink"	"沉"	"［自］沈む,沈下する,>>mallevig^i;《転》（眠りなどに）落ちる, ／ 【PIV】Ago de io, kio sinkas."
"s^ild"	"盾"	"【政】人間の盾 ／ 【軍】盾（たて）;遮蔽物,シールド;看板;【地質】楯状地 ／ 【天】たて（楯）座"
"stilz"	"跷"	"（〜j）竹馬,=pas^stango,=stangirilo ／ 【PIV】1 Iriloj. 2 Longaj piedoj de bird"
"baskul"	"跷"	"シーソー式の,はね構えの ／ 【電】シーソースイッチ ／ ［自］（シーソーのように）上下する ／ 【遊】シーソー,>>balancilo,>>pendolilo;【機】はね構"
"embri"	"胚"	"胎児の;【生】胚の;《転》萌芽的な ／ 胎児（妊娠３ヶ月未満）,>>feto;【生】胚（はい）;《転》萌芽（ほうが）"
"blast"	"胚"	"【生】【PIV】Fundamenta embria c^eltavolo."
"skvam"	"鳞"	"うろこで覆われた ／ 【動】うろこ（鱗）;【虫】鱗粉;【植】鱗片;【医】鱗屑（りんせつ）"
"ozon"	"臭氧"	"【化】オゾン ／ 【環】成層圏オゾン ／ 【環】対流圏オゾン ／ 【PIV】Provizi per ozono: ozonizita akvo"
"porn"	"淫"	"［略］=pornografio（ポルノグラフィー） ／ 【PIV】Rilata al porno: porna aktor(in)o ／ 【PIV】Lau^ porna maniero; vs (vastasenc ／ 【PIV】(ntr (netransitiva)) Havi karakte"
"obscen"	"淫"	"わいせつな,みだらな,>>malc^asta,>>maldeca ／ 春画"
"mas^"	"眼"	"編み目;（網の）目;【理】（定常波の）腹,=ventro"
"teror"	"怖"	"【史】白色テロル（フランス革命時、王党派による革命派へのテロル） ／ 【政】テロル,テロ,組織的暴力 ／ 【史】（フランス革命期の）恐怖政治 ／ 【PIV】Rilata al teroro."
"horor"	"怖"	"身の毛もよだつ,戦慄すべき ／ ［自］ぞっとする,震えおののく,身の毛がよだつ ／ 身の毛もよだつ恐怖,戦慄,激しい嫌悪,>>timego,>>teruro,>"
"daten"	"数据"	"【情】データ,=datumo"
"datum"	"数据"	"【情】データ,=dateno"
"abort"	"堕"	"［他］【医】流産する;［自］《転》中止になる ／ 【医】流産 ／ 【医】人工流産 ／ 【医】自然流産"
"ferdek"	"甲板"	"【海】甲板,デッキ;上甲板 ／ 【PIV】Rilata al ferdeko. ／ 【PIV】(tr (transitiva)) Konstrui ferdek"
"plasm"	"浆"	"【解】血漿（けっしょう）;【生】原形質;【理】プラズマ"
"morter"	"浆"	"［他］【建】モルタルを塗る ／ 【建】モルタル,しっくい（漆喰）,>>stuko"
"gland"	"腺"	"【解】外分泌腺 ／ 【解】内分泌腺,=sendukta glando ／ 【解】腺 ／ 【動】皮脂腺"
"alp"	"峰"	"【植】ミネズオウ（峰蘇芳）（種） ／ （高山の）山小屋,登山小屋 ／ 【植】シャクナゲ（石楠花）,>>rododendro ／ 【地名】アルプス山脈（ヨーロッパ）"
"brod"	"绣"	"［他］刺繍（ししゅう）する"
"fokus"	"焦点"	"焦点の ／ 【理】【写】焦点距離 ／ 【理】焦平面 ／ 【写】焦点深度"
"mjel"	"髓"	"【解】脊髄（せきずい）,=spina medolo ／ 【PIV】Apartenanta al la mjelo: mjela bu"
"medol"	"髓"	"髄の,骨髄の,髄質の ／ 【解】髄,骨髄;【解】髄質;【植】髄;《転》真髄,精髄 ／ 【解】骨髄 ／ 【解】脊髄（せきずい）,=mjelo"
"kask"	"盔"	"ヘルメット,鉄帽;【史】兜（かぶと） ／ （パーマ用の）ヘアドライヤー"
"helm"	"盔"	"【史】【PIV】Kasko mezepoka. ／ 【PIV】Finna virina nomo."
"monah^"	"僧"	"【宗】修道士,修道僧,=monako ／ 【PIV】Rilata al monah^oj: monah^a mante"
"bonz"	"僧"	"【仏】僧侶（そうりょ） ／ 【仏】高僧"
"monak"	"僧"	"【宗】=monah^o（修道士） ／ 【国名】モナコ（欧州） ／ 【地名】モナコ（モナコの首都）"
"bibli"	"经"	"【キ】聖書注解 ／ 【キ】聖書研究 ／ 【キ】聖書 ／ （la 〜）【キ】『聖書』（キリスト教の聖典）"
"varp"	"经"	"［他］【織】縦糸をそろえる,整経する ／ 【織】（織物の）縦糸（全体）,>>vefto"
"ekvaci"	"方程"	"【数】代数方程式 ／ 【数】微分方程式 ／ 【数】方程式 ／ 【数】三次方程式"
"patent"	"特许"	"［他］特許を与える ／ 特許;特許証 ／ 特許を出願する"
"mes"	"祭"	"【キ】大ミサ,盛式ミサ,=solena meso ／ ミサを行う ／ 【キ】小ミサ,読唱ミサ ／ 【キ】ミサ,聖祭;【楽】ミサ曲"
"gist"	"酵母"	"酵母（菌）,イースト,パン種,>>fermentaj^o ／ 【PIV】(ntr (netransitiva)) Fermenti per"
"korupt"	"贿"	"汚職と闘う,汚職を取り締まる ／ 汚職事件 ／ ［他］（賄賂で）買収する,=subac^eti;堕落させる,腐敗させる ／ =koruptado（買収）"
"sperm"	"精液"	"【生】精液 ／ 【解】【PIV】Rilata al la spermo: sperma ve"
"c^ur"	"精液"	"【PIV】(fm (familiara, familiare)) Sperm ／ 【PIV】(ntr (netransitiva)) Ejakuli: li "
"kurier"	"信使"	"急使 ／ 宅配便 ／ 急使;【史】飛脚;【遊】（チェスの）ビショップ,（将棋の）角行（角） ／ 【遊】（チェスで）ビショップを動かす"
"kau^ter"	"灼"	"【医】=kau^terizi（焼灼する） ／ 【医】=kau^terizilo（焼灼器）"
"gis"	"铸"	"［他］【機】鋳造する,=muldi ／ 【機】鋳鉄（ちゅうてつ） ／ 【PIV】Konsistanta el giso: gisa forno."
"komut"	"换"	"［他］【電】（電流の）方向を転換する;【鉄】（線路を）切り替える;【数】交換 ／ =komutado（切り替え） ／ 【数】【PIV】(pp (se paroli pri) duloka ope"
"permut"	"换"	"［他］〜の順序を入れ替える,並べ換える,置換する ／ 入れ替え,交換;【数】置換;=permutaj^o ／ 【PIV】Rilata al permuto: permuta reakci"
"lagr"	"承"	"【機】軸受"
"dinam"	"发电"	"【機】【電】発電機,>>generatoro"
"beton"	"混凝"	"［他］コンクリートで固める ／ 【建】コンクリート"
"sublim"	"崇"	"崇高な,至高の,気高い,高尚な ／ ［他］【理】【化】昇華させる ／ 【化】昇華（させること） ／ 崇高,至高"
"pedal"	"踏板"	"［他］（〜の）ペダルを踏む ／ 【機】ペダル,足踏みレバー"
"konkav"	"凹"	"【理】【数】凹（おう）の,>>konveksa ／ 【理】凹レンズ ／ 【理】凹面鏡"
"tau^r"	"牡牛"	"《稀》雄牛,種牛,=virbovo;【動】ウシ（種） ／ 【天】おうし座 ／ 【PIV】Rilata al tau^ro: tau^raj kornoj;"
"invest"	"投资"	"［他］【経】投資する;《古》=investituri（任命する） ／ =investado（投資）;=investaj^o ／ 公的投資"
"kaze"	"凝"	"【料】カード,凝乳（ぎょうにゅう）"
"koagul"	"凝"	"［他］（血・牛乳などを）凝結させる,凝固させる"
"ikon"	"圣像"	"【キ】（ギリシア正教の）聖画像,イコン,=sanktfiguro"
"lut"	"焊"	"［他］ハンダ付けする,鑞付けする,>>veldi"
"veld"	"焊"	"［他］【機】溶接する,>>luti"
"hidrat"	"水合"	"水和した ／ 【化】水和物 ／ 【化】メタンハイドレート ／ 【PIV】Enkonduki hidratan akvon, ekz. (e"
"boks"	"拳击"	"【運】ボクシングチャンピオン ／ ［自］【運】拳闘する ／ 【運】拳闘,ボクシング"
"murd"	"杀"	"［他］殺害する,（故意に）殺す ／ 殺害,殺人,人殺し"
"plomb"	"填"	"［他］【医】（虫歯に）充填する ／ 【医】（歯科用）充填剤,歯科用セメント,アマルガム"
"rembur"	"填"	"［他］（クッションや剥製に）詰め物をする"
"stup"	"填"	"［他］麻くずを詰める ／ 麻くず"
"farc^"	"填"	"［他］【料】詰め物をする;《転》詰め込む ／ 【料】詰め物"
"flok"	"絮"	"一房の綿のような,小片状の ／ （綿・羊毛・羽毛・雪などの）一房,小片"
"soj"	"大豆"	"【植】ダイズ（大豆、マメ科の植物）,=sojfabujo;【植】=sojfa"
"glicin"	"大豆"	"【植】ダイズ属;【化】グリシン（アミノ酸の一）;【化】グリシン（写真現像用薬"
"acet"	"醋"	"【化】=acetilo（アセチル基）"
"vinagr"	"醋"	"酢の,すっぱい;《転》気むずかしい,不機嫌な ／ 【料】ドレッシング ／ ［他］酢をきかす;酢づけにする ／ 【料】酢,食酢,ビネガー;《転》気むずかしさ"
"eg^"	"棱"	"【数】（立体の）辺,稜（りょう）;【機】刃,縁（ふち）,へり,端;【地理】稜"
"pist"	"捣"	"［他］（細かく）つき砕く,粉にする,粉砕する,すりつぶす"
"momant"	"矩"	"【理】双極子モーメント ／ 【理】四極子モーメント ／ 【理】磁気モーメント ／ 【理】モーメント"
"mikrob"	"细菌"	"【生】細菌を分離する ／ 細菌を培養する ／ 【生】微生物,>>bakterio,>>protozoo,>>viruso ／ 【PIV】Rilata al mikroboj, kau^zata de i"
"servut"	"役"	"賦役の,農奴労働の ／ ［自］賦役を勤める,農奴労働をする ／ 【史】賦役（ふえき）,農奴労働;苦役"
"greft"	"嫁接"	"［他］【園】接ぎ木する;【医】移植する ／ 【園】接ぎ木（すること）;【医】移植"
"stift"	"销"	"【機】植込みボルト,スタッドボルト ／ 【機】勾配目釘,テーパピン ／ ［他］くさび栓で留める ／ 【機】（金属製の）くさび栓,キー,ピン,コッタ,目釘"
"debit"	"销"	"［他］売りさばく,小売りする ／ 売行き"
"migdal"	"扁桃"	"アーモンドの実 ／ 【果】アーモンド ／ 【PIV】Rilata al migdalo: migdala sukera"
"tonsil"	"扁桃"	"【解】扁桃腺（へんとうせん）"
"meteor"	"陨"	"【天】流星雨 ／ 【天】流星,=falstelo;【気】大気現象,=atmosfera fen ／ 【PIV】Rilata al meteoro: meteora dus^o "
"koher"	"贯"	"（論理が）首尾一貫した,筋道の通った,まとまりのある;【理】凝集した;【理】 ／ ［自］（論理が）首尾一貫している,まとまっている;【理】（粒子が）凝集する, ／ 【理】凝集;一貫性,まとまり,（話の）筋道"
"drak"	"龙"	"竜,ドラゴン;【動】トビトカゲ（属）;《廃》=>kajto（凧） ／ 【天】りゅう（竜）座"
"kluz"	"闸"	"［他］（船を）開門して通過させる ／ 閘門（こうもん，船舶を通行させるため河川に設けられた施設）,水門;堰（せき）"
"tiroid"	"甲状"	"甲状腺の ／ 【病】甲状腺がん（癌） ／ 【医】甲状腺結節 ／ 【解】甲状腺"
"tire"	"甲状"	"【解】【PIV】Tireoido (en kunmetaj^oj): tir"
"volb"	"拱"	"アーチ形天井の ／ ［他］アーチ形天井を付ける ／ 【建】ボールト,アーチ形天井,丸天井"
"ego"	"吾"	"【心】エゴ;【哲】自我"
"noc"	"害"	"《稀》=malutili（有害である） ／ 【PIV】Malutila: nocaj substancoj."
"atenc"	"害"	"［他］危害を加える,侵害する ／ 危害,侵害,暴行 ／ 自爆テロ ／ 【PIV】Prezentanta atencon: atenca provo"
"kov"	"孵"	"［他］（鳥が卵を）抱いている;《転》（こどもを）大事に保護する;《転》（計画"
"akumul"	"累"	"【統】累積度数分布 ／ ［他］蓄積する ／ 【PIV】(pp (se paroli pri) rento au^ int"
"pul"	"蚤"	"【動】ヒトノミ（人蚤）（種） ／ 【動】イヌノミ（犬蚤）（種） ／ 【動】ノミ（蚤）（ノミ目の総称）,>>cimo,>>pediko,>>lau"
"laks"	"泻"	"［自］下痢する ／ 【病】下痢,><konstipo"
"vor"	"贪食"	"=mang^egi（むさぼり食う）"
"bazidi"	"担子"	"【植】【PIV】Cilindra, klabforma au^ ronda "
"korod"	"蚀"	"【化】腐食性の ／ ［他］【化】腐食する;《転》むしばむ,消耗させる ／ 【化】腐食"
"erozi"	"蚀"	"【地質】浸食性の ／ ［他］【地質】浸食する ／ 【地質】浸食（作用）"
"mit"	"神话"	"神話の,神話的な;《転》架空の ／ 神話;《転》作り話,根拠のない社会通念"
"triumf"	"凯"	"凱旋の;大勝利の,大成功の;勝ち誇った ／ 得意満面の表情 ／ 凱旋行進 ／ 勝ち誇って,意気揚々と"
"tank"	"战车"	"【軍】水陸両用戦車 ／ 【軍】戦車,タンク"
"fold"	"槽"	"［他］溝をつける ／ 【機】（金属・木材などに彫った）溝,滑り溝,切り込み"
"trog"	"槽"	"（家畜用の細長い箱形の）かいば桶,水桶;（水車の）水受け;（左官などの）槽（"
"kanel"	"槽"	"［他］【建】縦溝をつける;【機】溝を切る ／ 【建】（柱などの）縦溝;【機】（ねじなどの）溝;【軍】（銃砲の）旋条;【楽】"
"alveol"	"槽"	"【病】歯槽膿漏（のうろう） ／ 【植】【解】（蜂の巣状の）小孔;【解】歯槽,>>denta alveolo ／ 【解】歯槽 ／ 【解】肺胞"
"rabet"	"槽"	"【技】【PIV】Orta entranc^o lau^longe de la"
"rutin"	"惯"	"型どおりの,慣例に従った,旧弊な ／ ありきたりの発想 ／ 因習 ／ 決まりきった仕事,ルーチンワーク"
"inerci"	"惯"	"【理】慣性の;《転》惰性の ／ 【理】慣性質量 ／ 【理】慣性系 ／ 【理】慣性;《転》惰性"
"jamb"	"抑扬"	"短長格の;弱強格の,抑揚格の ／ 【文】短長格;弱強格,抑揚格,><trokeo"
"tortur"	"拷"	"［他］拷問する ／ 捕虜を拷問する ／ 犯人を拷問する ／ 拷問;《転》責め苦"
"dam"	"妃"	"貴婦人;（中世の）身分の高い女性への尊称;【遊】（トランプ、チェスの）クイー ／ =damludo（チェッカー）"
"marmor"	"大理石"	"大理石の;大理石模様の;=marmoreca ／ 【地名】マルマラ海（トルコ北西部） ／ 【鉱】大理石 ／ 【PIV】(tr (transitiva)) Imiti per farbo"
"pale"	"内壳"	"【植】【PIV】(pp (se paroli pri) spiketo de"
"kroz"	"巡"	"［自］【海】巡航する,遊弋（ゆうよく）する"
"patrol"	"巡"	"=patrolisto（巡回警備員） ／ ［自］巡回警備する,パトロールする ／ 巡察隊,警邏隊（けいらたい）,巡回警備隊,パトロール隊;【軍】偵察隊"
"turne"	"巡"	"【劇】=rondiro（巡業） ／ 【PIV】(ntr (netransitiva)) (pp (se paro"
"rund"	"巡"	"【PIV】1 Rondirado, farata de komisiito,"
"devi"	"偏"	"右翼的偏向 ／ 【理】（光の）偏角,ふれの角 ／ 偏向教育 ／ 【統】偏差値"
"jor"	"偏"	"［自］【車】横滑りする;【海】偏走する;【空】偏揺れする ／ 【車】横滑り,スリップ;【海】船首揺れ,偏走;【空】偏揺れ,ヨー"
"bias"	"偏"	"【PIV】1 Nemotivita prefero. 2 【統】(pp (s ／ 【PIV】(tr (transitiva)) 1 Doni biason 1 ／ 【PIV】Havanta biason."
"putin"	"妓"	"《詩》=prostituitino（売春婦）"
"diurez"	"多尿"	"【医】【PIV】Abunda urinekskrecio."
"justic"	"义"	"【法】司法,法務 ／ 法務省 ／ 法務省 ／ 法務大臣"
"filik"	"羊齿"	"【植】シダ（羊歯） ／ 【植】シダ類"
"osmoz"	"渗"	"【理】浸透圧 ／ 【理】浸透 ／ 【PIV】Rilata al osmozo: osmoza premo. ／ 【PIV】Osmozo al la interna medio."
"eksud"	"渗"	"［自］【医】にじみ出る,しみ出る ／ 【医】滲出（しんしゅつ）,浸出"
"sufuz"	"渗"	"【医】【PIV】(ntr (netransitiva)) (pp (se p ／ 【PIV】Ago sufuzi."
"kojl"	"结肠"	"【解】結腸,>>dika intesto ／ 【解】横行結腸"
"propag"	"播"	"【電】伝搬指数,伝搬定数 ／ ［他］【理】（光・波動を）伝搬させる,伝える;【医】（細菌などを）繁殖させる ／ 【PIV】Ago de iu, io propaganta: indico,"
"rabot"	"刨"	"［他］かんなをかける,平らに削る"
"kronik"	"慢"	"【医】慢性の,><akuta ／ 【病】慢性気管支炎 ／ 【病】慢性肝炎 ／ 【病】慢性喉頭炎"
"adag^"	"慢"	"【楽】（速度標語）ゆるやかに ／ 【楽】アダージョ（曲）,緩徐曲"
"romb"	"菱"	"【数】菱形（ひしがた）;【魚】=rombofis^o（ヒラメの一種）"
"lozang^"	"菱"	"（紋章の）菱形紋;（宝石の）菱形面;（ひし形の）糖衣錠,=pastelo;【 ／ 【PIV】Lau^ ripetado de kvinope arang^it"
"benzo"	"安息香"	"【薬】安息香 ／ 【PIV】= benzoili."
"gruz"	"砾"	"［他］砂利を敷く ／ 【国名】=Kartvelio（グルジア） ／ 砂利,砕石;【病】結石 ／ グルジア人,=kartvelo"
"ald"	"中音"	"【楽】アルト・リコーダー ／ 【楽】アルト・サックス ／ 【楽】アルト,=kontralto;=aldoviolono（ビオラ） ／ 【PIV】(pp (se paroli pri) registro de i"
"spion"	"谍"	"二重スパイ（人） ／ スパイ網 ／ スパイ小説 ／ ［他］スパイする,ひそかに探る;《転》監視する,=gvati"
"mutaci"	"突变"	"［自］突然変異する ／ 【生】突然変異"
"s^into"	"神道"	"【宗】神主 ／ 【宗】（日本の）神社 ／ 【宗】禰宜（ねぎ） ／ 【宗】（日本の）神道"
"driv"	"漂"	"［自］【海】漂流する,（潮や風に）流される,>>flosi;偏流する,わきに ／ 漂流;偏流,ドリフト ／ 【地質】大陸移動"
"linc^"	"刑"	"［他］リンチを加える,私刑にする ／ 【PIV】Ag(ad)o linc^i."
"ameb"	"变形虫"	"アメーバの ／ 【病】アメーバ赤痢 ／ 【動】アメーバ"
"kribr"	"筛"	"［他］ふるいにかける ／ 【PIV】Ago de tiu, kiu kribras."
"dogm"	"教条"	"【宗】教義上の;《転》独断的な,有無を言わせない ／ 【宗】教義,教理;【政】教条,信条;【哲】独断;《転》独断的主張"
"sterol"	"固醇"	"【化】【PIV】(kn (kolektiva nomo)) Steroido"
"pulp"	"瓤"	"【解】歯髄（しずい） ／ （製紙用）パルプ ／ 果肉の,果肉状の;髄の,髄状の;パルプの,パルプ状の ／ 【植】果肉;【解】髄;（甜菜などの）搾りかす,（製紙用）パルプ"
"kokr"	"奸"	"［他］（〜の配偶者と）密通する,（〜の配偶者を）寝取る"
"adult"	"奸"	"［自］密通する,不義を犯す,不貞を働く;【聖】（偶像崇拝などで）神にそむく ／ 不義,不倫,姦通,密通"
"stukac^"	"奸"	"【PIV】(fm (familiara, familiare)) Homo, ／ 【PIV】Agi kiel stukac^o."
"rak"	"架"	"【PIV】1 Fiksa au^ movebla kunaj^o el st"
"trus"	"架"	"【建】トラス,けた構え"
"stabl"	"架"	"【機】仕事台,作業台;台,架台,構脚;画架,イーゼル"
"kvot"	"报价"	"［他］【経】値をつける ／ 割当て分（数・量・額）,分担額;【経】公定相場 ／ 【経】剰余価値率"
"spasm"	"抽筋"	"けいれんの,けいれん性の;《転》発作的な ／ ［自］けいれんを起こす,引きつる ／ 【病】けいれん（痙攣）,引きつり,>>konvulsio,>>kramfo ／ 胃けいれん"
