"root"	"kanji"	"gloss"
"klik"	"爪"	"【機】歯止め,爪（つめ）;（排他的な）徒党,一味,派閥 ／ 【PIV】(ntr (netransitiva)) Soni, pp (se"
"vost"	"尾"	"尾の;《転》後尾の ／ 【魚】尾びれ ／ 尾,しっぽ;《転》尾部,すそ ／ 【PIV】Per vosto: nur mian pugon lia aro"
"kulas"	"尾"	"【軍】銃尾,砲尾,遊底,=postumo;【機】（内燃機関の）シリンダーヘッ ／ 【軍】遊底"
"abund"	"丰"	"有り余るほどの,豊富な,>>ric^a ／ 〜に富んだ,〜の豊かな ／ おびただしい涙 ／ 豊富な収穫,豊作"
"alumet"	"柴"	"マッチ"
"ber"	"浆果"	"（イチゴ・ブドウなど汁気の多い）実;【植】液果"
"bien"	"庄"	"領地,地所"
"solen"	"庄"	"荘厳な,盛大な;厳粛な,おごそかな,重々しい;（宗教的）形式にのっとった,正 ／ 正式の宣誓 ／ 盛大な大会 ／ 【キ】荘厳ミサ,盛式ミサ,=alta meso"
"brik"	"砖"	"れんが;れんが形のもの ／ 耐火れんが"
"dekliv"	"坡"	"傾斜した ／ 斜面 ／ 坂道,傾斜路 ／ ［自］傾斜している"
"talus"	"坡"	"［他］【建】盛り土する ／ 【建】盛り土;（堀などの）勾配,>>deklivo"
"eskarp"	"坡"	"【建】内岸（城の堀の内側急斜面）,><kontrau^eskarpo"
"dezert"	"漠"	"【地名】アラビア砂漠（エジプト東部，アラビア北部） ／ 【地名】アタカマ砂漠（チリ） ／ 砂漠の;荒れはてた;人けのない,無人の ／ 無人島,=senhoma insulo"
"s^pur"	"距"	"【鉄】軌間,=traklarg^o;【車】輪距,ゲージ"
"tal"	"距"	"【解】【PIV】(talus) Tarsa osto de la repti"
"diven"	"猜"	"［他］見抜く,言い当てる,推察する,>>konjekti,>>supozi; ／ =divenado"
"dron"	"溺"	"［自］溺れる;【海】沈没する;《転》没する,沈む"
"ekscit"	"激"	"刺激性の,興奮性の,どきどきするような ／ ［他］刺激する,興奮させる;《転》かき立てる,そそる;【理】励起する ／ 刺激,興奮;【理】励起"
"stimul"	"激"	"［他］激励する,励ます;刺激する,>>instigi,>>vigligi,> ／ 食欲を増進させる ／ 激励,励まし;刺激"
"enu"	"厌"	"退屈している;=enuiga ／ ［自］退屈している,うんざりしている ／ 退屈,倦怠（けんたい）"
"abomen"	"厌"	"嫌悪を催す,=abomeninda（嫌な） ／ 忌まわしい悪党 ／ ［他］忌み嫌う,嫌悪する ／ 嫌悪,反感"
"fajf"	"笛"	"［自］（高く鋭い音を出すこと）口笛を吹く,指笛を吹く;警笛を鳴らす,汽笛を鳴 ／ 口笛（の音）,ぴいと鳴る音"
"flut"	"笛"	"［自］フルートを吹く;［他］フルートで演奏する ／ 【楽】フルート ／ 【PIV】1 Rilata al fluto. 2 Simila al la"
"farun"	"粉"	"【料】蕎麦粉 ／ 【料】（穀物の）粉,小麦粉 ／ 【料】［他］（〜に）小麦粉をまぶす ／ 【PIV】Rilata al, konsistanta el faruno:"
"pulvor"	"粉"	"【料】うま味調味料（味の素など）,化学調味料 ／ 【薬】石松子（せきしょうし） ／ 粉状の,粉末の,微粒の ／ 粉雪"
"pudr"	"粉"	"［他］おしろいを塗る ／ 白粉（おしろい）;髪粉"
"polen"	"粉"	"［他］【植】受粉させる,授粉する ／ 【植】花粉,=florpolvo ／ 【PIV】Rilata al poleno, de poleno: pole"
"fask"	"束"	"【光】発散光束 ／ 【理】電子線 ／ 束（たば）;【理】束（そく）,ビーム ／ 【理】光線束"
"garb"	"束"	"（刈り取った麦などの）束"
"buked"	"束"	"花束,一束 ／ 一束のバラ ／ バラの花束"
"flos"	"筏"	"［自］浮いている ／ いかだ"
"forĝ"	"锻"	"［他］鍛える,鍛造する;《転》鍛錬する,鍛え上げる ／ 【PIV】Ago de forg^anto."
"frand"	"品"	"美味の,おいしいそうな ／ ［他］好んで食べる,好きである,賞味する,味わう"
"frenez"	"疯"	"気の狂った;気違いじみた,無分別な;我を忘れた ／ ［自］狂っている ／ 狂気 ／ 狂牛病,=BSE"
"frost"	"霜"	"サンタクロース ／ 厳寒の,凍りつくような ／ 寒天 ／ ［自］凍えている,凍っている"
"prujn"	"霜"	"霜の ／ ［自］（無主語）霜が降りる ／ 霜"
"frot"	"擦"	"【理】摩擦力 ／ ［他］摩擦する,こする ／ 摩擦,こすること;【理】摩擦 ／ 【理】動摩擦"
"ĝem"	"呻"	"［自］うめく,うなる,嘆く ／ うめき声,うなり ／ 【PIV】Esprimanta g^emadon: la urso diri"
"gorĝ"	"喉"	"のどの ／ 【解】のどぼとけ,=Adampomo ／ のど,のど首;【解】咽喉（いんこう）;《転》峡谷,山間の狭い道,狭い湾口"
"laring"	"喉"	"喉頭の;【声】喉頭音の ／ 【解】喉頭（こうとう）"
"graci"	"雅"	"優雅な,優美な,上品な ／ 優雅に,しとやかに ／ =gracieco（優美） ／ 【神】美の女神たち,>>Aglajo,>>Eu^frozino,>>Tali"
"ramp"	"爬"	"［自］這い込む ／ 這う;【植】匍匐性の;《転》卑屈な ／ ［自］這う,這って進む,匍匐（ほふく）する;のろのろ進む;《転》はいつくばる"
"grimp"	"爬"	"［自］（sur）よじ登る;（山に）登る;（つる草が）はい上がる ／ 【植】【PIV】Rilata al grimpado: grimpa pla ／ 【PIV】Movig^o de homo, besto, planto gr ／ 【PIV】Eniri per grimpado: engrimpi en b"
"krabl"	"爬"	"《稀》［自］（カニ・クモなどが）はう,はい歩く,>>rampi"
"hak"	"砍"	"［他］（斧で）切る,たたき切る;（話などを）切れ切れにする;傷める ／ （斧の）一撃"
"hirund"	"燕"	"【鳥】ツバメ（属）;=domhirundo ／ 【PIV】Rilata al hirundo(j): hirunda nes"
"kadr"	"框"	"【情】けい（罫）線 ／ 〜の枠内で ／ ［他］縁取る,（額縁のように）囲む;枠にはめる,>>enkadrigi ／ 枠,額縁;環境,場所;枠組,範囲;【政】幹部"
"fram"	"框"	"【機】フレーム,枠;【建】骨組,>>c^asio,>>kadro"
"karot"	"胡萝卜"	"【植】ニンジン（人参）"
"pat"	"锅"	"［自］【遊】（チェスで）ステールメイトである,手詰まりである ／ 【料】フライパン ／ 【遊】（チェスの）ステールメイト,手詰まり ／ 【PIV】1 Rilata al pato. 2 (pp (se parol"
"retort"	"锅"	"【化】レトルトカーボン ／ 【化】レトルト ／ 【PIV】1 Rilata al retorto: retorta karb"
"marmit"	"锅"	"【料】なべ（鍋）,=kuirpoto"
"katar"	"炎"	"【病】腸カタル ／ 【医】カタル性の ／ 【病】カタル ／ 【国名】カタール（アジア）"
"inflam"	"炎"	"［自］炎症を起こしている ／ 【病】炎症,=brulumo ／ 【病】腸炎,=enterito"
"kelner"	"侍"	"給仕,ウエーター,ボーイ"
"pag^i"	"侍"	"【史】小姓（こしょう）,近習（きんじゅう）;=fanto"
"deleg"	"委"	"［他］（代表として）送り出す,（代表に）任命する;（職権を）委任する ／ 任命;委任"
"komisi"	"委"	"〜に代わって,〜の代理として ／ ［他］委託する,委任する ／ 委託,委任 ／ 【PIV】Lau^ la maniero de iu, kiu komisi"
"mandat"	"委"	"【政】（国際連盟下の）委任統治 ／ 【政】委任統治領 ／ 委任;委任状;（委任された）職務,議席,任期;【商】為替"
"vat"	"棉"	"脱脂綿 ／ ［他］綿を入れる ／ （衣類や寝具などに詰める）綿（わた）,脱脂綿,>>kotono ／ 【理】ワット（仕事率・電力のSI単位，W）"
"koton"	"棉"	"木綿の,綿製の ／ 【服】綿ネル ／ 綿工業 ／ 【服】綿縮（めんちぢみ）"
"hok"	"钩"	"かぎ状の;かぎの付いた ／ かぎ鼻 ／ ［他］引っかける;（魚を）釣る ／ 鉤（かぎ）;【機】フック;釣り針,=fis^hoko;【運】（ボクシングの）"
"kroĉ"	"钩"	"［他］掛ける,ひっ掛ける;強くつかむ ／ 【PIV】Ago de tiu, kiu kroc^as."
"grapl"	"钩"	"［他］【海】四爪（よつづめ）アンカーで引っかける ／ 【海】四爪（よつづめ）アンカー,ひっかけ錨（いかり）"
"kroc^et"	"钩"	"［他］（かぎ針で）編む,>>triki"
"kurb"	"曲"	"【理】特性曲線 ／ 曲がった,湾曲した;曲線の ／ 曲線 ／ 【理】曲線運動"
"kanzon"	"曲"	"【楽】シャンソン,歌謡曲;【文】カンツォーネ（イタリア風叙情詩の一形式）"
"romanc"	"曲"	"【楽】ロマンス（叙情的な歌曲）"
"lam"	"跛"	"足（脚）の不自由な,びっこの;《転》釣り合いの取れていない ／ がたついている机 ／ 詩脚の整わない詩句 ／ ［自］足が不自由である,びっこをひく"
"larm"	"泪"	"おびただしい涙 ／ ワニの涙,偽りの涙 ／ 涙の,涙にぬれた ／ 涙ぐんで"
"led"	"革"	"革の,革製の ／ 革手袋 ／ 革靴 ／ なめし革,革"
"leon"	"狮"	"ライオンの ／ 【動】ライオン;獅子（しし） ／ （男子名）レオン ／ 【天】しし座"
"lepor"	"兔"	"ウサギの;《転》臆病な ／ 【動】ノウサギ;（一般に）ウサギ（兎）,>>kuniklo ／ 【天】うさぎ座"
"kunikl"	"兔"	"【動】カイウサギ,イエウサギ（家兎）,>>leporo"
"majstr"	"师"	"巨匠の,親方の;大家にふさわしい,傑出した,巧みな ／ 傑作 ／ 大家にふさわしく,巧みに,見事に ／ 巨匠,大家;【史】（ギルドの）親方;（敬称）大先生"
"divizi"	"师"	"【軍】師団;【植】（分類学上の）門,>>klaso"
"makul"	"污"	"死斑（しはん） ／ しみのついた;斑点のある ／ 【植】ドクニンジン（種） ／ ［他］よごす,しみをつける;《転》けがす"
"polu"	"污"	"【環】公害防止協定 ／ ［他］【環】（環境を）汚染する ／ 【環】=poluado（汚染） ／ 【環】振動公害"
"manik"	"袖"	"【地名】チャネル諸島（イギリス海峡） ／ 【地名】ラ・マンシュ海峡（＝イギリス海峡）,=Angla Markolo ／ 【服】そで（袖）,たもと;風見用吹流し ／ 【地名】=Manika Markolo"
"martel"	"锤"	"金づちの頭 ／ ［他］金鎚でたたく,ハンマーで打つ;《転》（一語一語を）区切って強く発音する ／ 金槌（かなづち）,ハンマー,槌（つち）;【解】（中耳の）槌骨（つちこつ）,="
"statur"	"材"	"身長,背丈"
"kusen"	"垫"	"クッション,座布団"
"matrac"	"垫"	"マットレス（寝床用の厚い敷物） ／ =aermatraco（エアマットレス） ／ スプリングマットレス"
"menton"	"下巴"	"（太った人の）二重あご ／ 下あごの ／ 【解】下あご,下顎（かがく）,>>makzelo"
"mord"	"咬"	"かみつくような,辛らつな;【化】腐食性の ／ 媒染染料 ／ ［他］かむ,かみつく,かじる;削り取る,腐食する ／ かむこと;腐食"
"najl"	"钉"	"［他］釘を打つ,釘付けにする ／ 釘（くぎ）,鋲（びょう）"
"kejl"	"钉"	"［他］木釘を打つ,くさびで止める ／ 木釘,栓,くさび;【機】キー,ピン;【文】冗語,虚辞"
"nit"	"钉"	"［他］【機】リベットで留める ／ 【機】リベット"
"vinkt"	"钉"	"［他］（かすがい・留め金・ステープルなどで）留める;=niti（リベットで留 ／ （陶器修理用の）かすがい;（皮ひもの）留め金;ステープル,ホッチキスの針;="
"ofert"	"供"	"［他］【経】供給する;【商】提供する,見積もる ／ 【経】供給;【商】見積"
"liver"	"供"	"［他］配達する,届ける,引き渡す,納品する;供給する ／ 配達,納品"
"proviz"	"供"	"予備の ／ ［他］供給する,支給する,提供する,与える;貯蔵する,たくわえる;備え付ける ／ 友人に金を提供する ／ 窓にガラスをはめる"
"parti"	"党"	"【政】右派政党,右翼政党 ／ 【政】民主主義政党 ／ （la 〜）【政】（日本・米国などの）民主党 ／ 【政】共産党"
"paŝt"	"牧"	"［他］牧場へ連れて行く,放牧する;【聖】救い導く"
"pastr"	"牧"	"司牧（しぼく）の,司祭の,牧師の ／ ［自］司祭職にある,牧師職にある;祭務を行う ／ 【宗】聖職者,僧;【キ】司祭（カトリック）,牧師（プロテスタント） ／ 【カ】教区付き司祭,><monah^o"
"nomad"	"牧"	"［自］遊牧生活を営む;放浪する ／ 遊牧民;放浪民 ／ 命名"
"pin"	"松"	"松やに ／ 【植】マツ（松）（属）"
"piz"	"豌"	"【植】エンドウ（豌豆）（属）;《般》えんどう豆 ／ 【地名】ピサ（イタリア） ／ 【料】グリーンピース"
"plad"	"皿"	"大皿,皿,>>telero;（皿に盛った）料理 ／ 出来合いの料理,総菜"
"pugn"	"拳"	"［他］こぶしでなぐる ／ こぶし（拳）,げんこつ（拳骨） ／ 【PIV】Rilata al pugno: pugna interdras^"
"put"	"井"	"掘抜き井戸 ／ 井戸の ／ 井戸水 ／ 井戸"
"raz"	"剃"	"［他］〜の毛をそる ／ ひげをそる"
"barbir"	"剃"	"［他］理髪する ／ 理容師,理髪師"
"tonsur"	"剃"	"［他］【宗】剃髪する ／ 【宗】剃髪（ていはつ）;【カ】トンスラ（頭頂部の剃髪）"
"lop"	"翻"	"［自］【空】宙返りする ／ 【空】宙返り"
"revers"	"翻"	"［他］裏返す;（衣服を）裏返して仕立て直す ／ 裏,裏面,>>dorsflanko"
"rok"	"岩"	"【地質】火成岩 ／ 【地質】変成岩 ／ 岩の,岩石からなる;岩に覆われた ／ 岩,岩石;岩山,岩礁"
"salajr"	"薪"	"職員給与一覧表 ／ 出来高賃金,>>lau^tempa salajro ／ 時間給,>>lau^peca salajro ／ 給料の合計支給額"
"ŝirm"	"庇"	"防水布,（防水）シート ／ ［他］かばう,おおう;防ぐ,保護する,守る;さえぎる,よける;【理】遮蔽する ／ 保護,防護;=s^irmejo（避難所） ／ 【PIV】Tia, ke g^i s^irmas: s^irma plato"
"azil"	"庇"	"避難所,社会福祉施設"
"stal"	"马棚"	"厩舎,畜舎,家畜小屋;馬小屋,うまや ／ 【PIV】(ntr (netransitiva)) Resti en sta"
"stern"	"铺"	"［他］敷く,敷き広げる;横たえる,なぎ倒す;《転》広げる,繰り広げる ／ 寝そべる,寝ころぶ"
"pavim"	"铺"	"［他］【建】舗装する ／ 【建】舗装材"
"tapiŝ"	"毯"	"［他］絨毯を敷く;タペストリーを掛ける ／ 絨毯（じゅうたん）,敷物,カーペット;タペストリー"
"teks"	"织"	"［他］織り込む ／ 織物の ／ ［他］織る,織り上げる,（クモが巣を）はる;《転》織り成す,作り上げる"
"trik"	"织"	"［他］（編物を）編む,>>kroc^eti ／ 【医】【PIV】Haro (en kunmetaj^oj)."
"trikot"	"织"	"【服】編地,ニット,=trikos^tofo"
"hist"	"织"	"【生】組織 ／ 【動】【PIV】Rilata al histo: hista animalo"
"tent"	"诱"	"誘うような,そそのかす,気をそそる ／ ［他］誘惑する,そそのかす;（欲望を）そそる ／ 誘惑"
"indukt"	"诱"	"【理】電磁誘導 ／ 帰納的;【理】誘導の ／ 【理】誘導コイル ／ 【理】誘導電流"
"tritik"	"麦"	"小麦の,小麦でできた ／ 小麦畑 ／ 小麦パン,白パン,>>sekalpano ／ 《般》小麦（穀物）;【植】コムギ（属）"
"horde"	"麦"	"【植】オオムギ（属） ／ 【植】ムギクサ（麦草）（種） ／ 【植】オオムギ（大麦）（種）"
"elim"	"麦"	"【植】エゾムギ（属） ／ 【植】ハマムギ（の仲間）"
"tub"	"管"	"【解】耳管,=orela tubo ／ 【解】消化管 ／ 【電】グロー放電管 ／ 【理】電子管,真空管"
"dukt"	"管"	"【解】管;【機】導管,=konduktubo"
"s^alm"	"管"	"あし笛,牧笛;【楽】シャリュモー;ストロー;【化】吹管（すいかん）"
"viol"	"紫花"	"【植】ニオイスミレ（匂菫）（種） ／ スミレの;=violkolora（すみれ色の） ／ 【植】スミレ（菫）（属）"
"betul"	"桦"	"【植】カバノキ（属）,シラカバ（白樺）"
"avenu"	"道"	"並木道,アベニュー;大通り"
"sorĉ"	"魔"	"［他］魔法にかける;魅了する ／ 魔法の;魅惑的な ／ （魔法使いの用いる）細い杖,魔法の杖 ／ ［他］魔法にかける;《転》魅惑する"
"magi"	"魔"	"白魔術 ／ 魔術の,魔法の;《転》不思議な,魅惑する,>>sorc^a ／ 幻灯 ／ 魔力"
"diabl"	"魔"	"【植】ミヤマキンポウゲ（種）,>>ranunkolo ／ 悪魔の;悪魔のような,悪辣（あくらつ）な,ひどい ／ 悪循環 ／ 悪魔崇拝"
"satan"	"魔"	"悪魔の,悪魔のような ／ サタンの ／ 【菌】ウラベニイグチ（毒キノコ） ／ 【宗】悪魔,=diablo"
"demon"	"魔"	"悪霊の;悪魔のような ／ 邪悪な策略 ／ 【宗】魔神,悪霊,悪鬼;【キ】=diablo,悪魔;《転》悪鬼のような人"
"drap"	"呢"	"【織】ラシャ,>>lanaj^o,>>s^tofo,>>tuko"
"fulg"	"烟灰"	"［自］すすける ／ 煤（すす）"
"funt"	"磅"	"【単】ポンド（約0.5kg） ／ 【貨】=brita pundo（英ポンド）"
"gest"	"姿"	"物問いたげなそぶり ／ 興奮した身ぶり ／ 身ぶりで ／ ［自］身ぶりをする"
"poz"	"姿"	"［自］【美】ポーズをとる;《転》気取る ／ 【美】ポーズ;気取り"
"glor"	"荣"	"栄光ある,輝かしい ／ 名誉ある死 ／ 栄誉に満ちた詩人 ／ 輝かしい勝利"
"hajl"	"雹"	"［自］（無主語）あられが降る,ひょうが降る ／ 【気】あられ,ひょう;《転》雨あられと降るもの ／ 【PIV】Rilata al hajlo: hajla pluvego .  ／ 【PIV】(ntr (netransitiva)) Falas hajlo."
"grajl"	"雹"	"［自］（無主語）あられが降る ／ 【気】（小粒の）あられ,>>hajlo"
"ĥemi"	"化"	"=kemio（化学）"
"huf"	"蹄"	"【動】ひづめ（蹄）"
"mask"	"罩"	"［他］仮面でおおう,面をかぶせる;《転》おおい隠す,いつわり隠す ／ 仮面,面（めん）,覆面,マスク;【写】（覆い焼きの）マスク;《転》（いつわり ／ 水中マスク,水中眼鏡"
"kitel"	"罩"	"【服】スモック,オーバーオール（ゆったりした上っ張り・仕事着）"
"klos^"	"罩"	"（食物を覆う）鐘形ガラス器;釣鐘形のもの"
"kork"	"塞"	"コルク製の ／ ［他］コルク栓をする ／ コルク;コルク栓"
"plosiv"	"塞"	"【声】声門破裂音 ／ 【語】破裂音,閉鎖音"
"kukol"	"鹃"	"【鳥】カッコウ（属）"
"melk"	"挤"	"［他］乳を搾（しぼ）る;（金などを）搾り取る"
"ŝarg"	"装"	"【理】電荷 ／ 【理】電気素量 ／ 【理】負電荷 ／ 【理】正電荷"
"munt"	"装"	"［他］【機】組み立てる;（宝石を）はめ込む;【映】編集する;【情】（プログラ"
"bind"	"装"	"［他］製本する ／ 製本"
"kostum"	"装"	"礼服,礼装 ／ ［他］衣装を着せる ／ 服装,衣装;【劇】舞台衣装 ／ 軍服"
"instal"	"装"	"［他］（物を）据え付ける,備え付ける;（場所を）設備を整える;（人を）就任さ ／ 橋頭堡（ほ）を築く ／ 据え付け,取り付け,設置;任命,叙任;【情】インストール（プログラムの導入）"
"garn"	"装"	"［他］補強する,取り付ける,飾り付ける"
"afekt"	"装"	"気取った,見せかけの ／ ［他］気取る,見せかける,ふりをする ／ 無関心を装う ／ 謙虚なふりをする"
"stiv"	"装"	"［他］【海】（積荷を）きちんと積み込む"
"oliv"	"橄榄"	"【果】オリーブ"
"manovr"	"操"	"【軍】共同演習 ／ ［自］【軍】機動演習する;（列車・船・軍隊などが）位置を変える,方向転換する ／ 【軍】機動演習;操車,操船,移動;《転》策略,駆け引き ／ 政略,政治的駆け引き"
"fik"	"操"	"【PIV】(fm (familiara, familiare)) (ntr "
"orf"	"孤"	"孤児の,親のない;《転》見捨てられた ／ 孤児,みなしご;片親のない子"
"ort"	"直角"	"【数】直角の ／ 【数】直交座標 ／ 【数】正射影 ／ 【数】直角三角形"
"paŭz"	"歇"	"［自］（一時的に）休止する,中休みする,>>ripozi,>>c^esi ／ （一時的な）中断,休止,一時停止,休憩 ／ 昼食休憩,昼休み"
"pioĉ"	"镐"	"［他］つるはしで掘る ／ つるはし"
"ribel"	"叛"	"武装蜂起 ／ 反乱の,謀反の,反逆の,反抗の ／ 反乱軍 ／ ［自］（権威に）背く,反逆する,反乱を起こす"
"perfid"	"叛"	"裏切りの;不実な,腹黒い ／ ［他］裏切る,背く;（秘密を）洩らす ／ 裏切り,背信"
"strik"	"罢"	"ゼネスト ／ 職場占拠スト ／ ［自］ストライキをする ／ ストライキ,スト,同盟罷業"
"stump"	"桩"	"たばこの吸い殻 ／ 切株,切残り;切れ端;（入場券などの）半券 ／ 【PIV】Prezentanta stumpon: hundo kun st"
"palis"	"桩"	"杭（くい）,棒杭（ぼうぐい）,支柱 ／ 【PIV】1 Rilata al paliso. 2 Aspektanta "
"uragan"	"暴风"	"暴風の;《転》嵐のような,激しい ／ ［自］荒れ狂う ／ （旋風性の）大暴風;【気】颶風（ぐふう）（風力階級12）,>>tempest"
"vit"	"葡"	"【植】ブドウ（葡萄）（属）,=vinberarbo ／ 【PIV】Vira nomo, i.a. (interalie, inter"
"abel"	"蜂"	"蜜蜂の,蜜蜂のような ／ 天然の蜂蜜 ／ 蜜蜂の針 ／ 【虫】ミツバチ（蜜蜂）（属）;《般》（小型の）ハチ（蜂）,>>vespo"
"vesp"	"蜂"	"【虫】スズメバチ（雀蜂）（科の総称）;《般》（大型の）ハチ（蜂）,>>abe"
"admon"	"劝"	"［他］言い聞かせる,勧告する,強く勧める;戒める,訓戒する,説諭する,叱責す ／ 勧告,勧め;訓戒,説諭,叱責"
"pled"	"辩"	"［自］（裁判で）弁護する,弁明する,弁論する;《転》弁護する ／ 弁護,弁明,弁論"
"debat"	"辩"	"ディベートクラブ,討論研修クラブ ／ （公開の場での）討論,討議,論議,ディベート ／ 公開討論会"
"retor"	"辩"	"【史】（古代ギリシアの）雄弁術教師,修辞学教師;《転》美辞麗句を並べる雄弁家"
"ekskuz"	"辩"	"［他］弁解する,言訳をする,>>senkulpigi ／ 弁解,弁明,言訳（いいわけ）;口実"
"afiŝ"	"贴"	"［他］（貼り紙で）掲示する;【情】（メーリングリストなどに）投稿する ／ ポスター,貼り紙,掲示物;プラカード;【情】（メーリングリストや電子掲示板な ／ 選挙ポスター ／ 広告ポスター,宣伝ビラ"
"afrank"	"贴"	"［他］切手を貼る,郵便料金を払う ／ 切手を貼ること;郵便料金,郵税 ／ 郵送料込みで"
"akcel"	"促"	"［他］加速する,促進する,>>plirapidigi ／ 加速,促進;【理】加速度 ／ 【理】角加速度 ／ 【理】向心加速度"
"forc"	"促"	"［他］【農】促成栽培する"
"almoz"	"施"	"=almozpeti ／ 施し物"
"anas"	"鸭"	"【鳥】アヒル（家鴨） ／ 【文】ドナルド・ダック（ディズニー・アニメの登場人物）"
"anĝel"	"天使"	"天使の,天使のような ／ 天使 ／ 堕天使,>>diablo ／ 悪魔,=diablo"
"seraf"	"天使"	"【聖】セラピム;【キ】セラフィム,熾天使（してんし）（最高位の天使） ／ 【PIV】Rilata al serafo(j): (f (figurase"
"fabl"	"寓"	"寓話的な ／ ［自］寓話を語る,寓話を作る ／ 寓話（ぐうわ） ／ 【文】イソップ寓話"
"apotek"	"药"	"薬局の;【薬】薬局方の,=oficina ／ 薬局"
"drog"	"药"	"［他］薬を飲ませる ／ 薬種,生薬,>>medikamento"
"oficin"	"药"	"【植】（分類名で）薬用の;【薬】薬局方の,=apoteka ／ 【植】セージ（種）,ヤクヨウサルビア ／ （薬局の）調剤室;=apoteko（薬局）"
"arane"	"蛛"	"【動】クモ（蜘蛛） ／ 【PIV】Rilata al araneo(j): (f (figurase"
"ark"	"弧"	"【理】アーク放電 ／ 弓形;弓,=pafarko;【数】弧;【建】アーチ;【理】電弧,=lumar ／ 【解】眉弓（びきゅう） ／ 【解】【PIV】Havanta formon de arko: arka l"
"asekur"	"保"	"保険外務員,保険外交員,=asekura varbisto ／ 保険会社 ／ 保険勧誘員,=asekura agento ／ ［他］保険をかける"
"patron"	"保"	"［他］後援する,保護する;守護する ／ 後援者,（芸術家の）保護者,パトロン,>>sponsoro;【キ】守護聖人 ／ 【キ】守護聖人 ／ 【PIV】1 Rilata al patrono: la patrona f"
"kau^ci"	"保"	"［他］保証金を払う,保釈金を払う ／ 保証金,保釈金"
"viz"	"证"	"［他］（旅券に）査証する ／ （旅券の）ビザ,査証"
"pruv"	"证"	"消極的証拠,反証 ／ 確実な証拠,確証 ／ その証拠に ／ ［他］証明する,立証する;証拠となる,証拠立てる"
"atest"	"证"	"［他］証言する,証明する ／ 証言,証明 ／ 住民票 ／ 健康保険証"
"diplom"	"证"	"［他］免許状を与える ／ 免許状,証書;卒業証書 ／ 博士証書,博士免状 ／ 学士証書,学士免状"
"avid"	"贪"	"渇望している;むさぼるような ／ むさぼるように,がつがつと ／ ［他］しきりに欲しがる ／ 渇望,貪欲（どんよく）"
"bak"	"烤"	"［他］（パン，肉などを）焼く,（煉瓦，陶器などを）焼き固める"
"rost"	"烤"	"［他］【料】焼く,あぶる,ローストする,煎る;《転》強い熱にさらす ／ 【PIV】Ago de tiu, kiu rostas: dum la ro"
"graten"	"烤"	"［他］【料】グラタンにする ／ =gratenaj^o（グラタン）"
"sku"	"摇"	"［他］揺さぶる,揺り動かす;（頭などを）振る;《転》衝撃を与える,動揺させる ／ 揺れ,動揺;衝撃"
"lul"	"摇"	"ゆりかごのように揺れる ／ 静かに揺れ動いて ／ ［他］（寝かしつけるために）揺する;揺らす;《転》なだめる"
"balanc"	"摇"	"［他］上下に揺らす ／ 【PIV】Movoj de io balancata: la floroj "
"ŝancel"	"摇"	"［他］揺さぶる,ぐらつかせる;《転》（心を）動揺させる,ちゅうちょさせる;《 ／ 揺さぶり"
"vobl"	"摇"	"【PIV】(ntr (netransitiva)) (pp (se paro"
"barakt"	"挣"	"［自］もがく,じたばたする;《転》苦闘する"
"beb"	"婴"	"赤ん坊の ／ 赤ん坊,=infaneto,>>suc^infano"
"ben"	"祝"	"［他］祝福する ／ 祝福,神の恵み ／ 【PIV】Alportanta benojn: bena krono ; h"
"tost"	"祝"	"［自］乾杯する,祝杯をあげる ／ 乾杯,祝杯;乾杯の音頭,乾杯の挨拶"
"benzin"	"汽油"	"【機】ガソリンエンジン ／ ガソリン;【化】ベンジン ／ 石油ベンジン,精製ベンジン"
"boj"	"吠"	"［自］（犬が）ほえる;《転》（人が）わめく,がみがみ言う ／ （犬の）吠え声"
"bor"	"钻"	"［他］穴をあける,せん孔する ／ 【化】ホウ素（非金属元素、原子番号５）"
"alez"	"钻"	"［他］【機】内径仕上げをする ／ 【PIV】Ago alezi."
"dril"	"钻"	"［他］ドリルで穴をあける ／ 【機】ドリル,穴あけ機,>>borilo"
"spil"	"钻"	"［他］（樽に）穴をあける"
"brems"	"刹"	"制動力,ブレーキ力 ／ ［他］ブレーキをかける;《転》歯止めをかける,抑制する ／ 【機】ブレーキ ／ 【機】油圧ブレーキ"
"brov"	"眉"	"【解】眉弓（びきゅう） ／ 眉（まゆ） ／ まゆをひそめる ／ かき眉（まゆ）"
"bub"	"顽"	"いたずらっ子;【遊】（トランプの）ジャック,=fanto ／ 【PIV】Rilata al bubo: kompreneble tiun "
"obstin"	"顽"	"頑固な,強情な;不屈の,粘り強い,>>persista ／ しつこい風邪 ／ かたくなに,執拗（しつよう）に;粘り強く ／ ［自］強情をはる,固執する;がんばる,ねばる,>>persisti"
"bud"	"棚"	"仮小屋,スタンド,ブース,売店 ／ 【軍】歩哨所"
"laŭb"	"棚"	"【建】（つる草などをはわせた格子作りの）園亭,あずまや"
"barak"	"棚"	"バラック,仮小屋"
"markez"	"棚"	"【建】（玄関の）ガラス入りのひさし"
"s^ed"	"棚"	"【建】【PIV】Kruda s^irmejo por brutoj, kam"
"irit"	"恼"	"［他］いらだたせる;【医】刺激する ／ 【医】【心】【PIV】Reakcio de vivaj organoj, p"
"ĉagren"	"恼"	"悩ましい ／ ［他］悩ませる,困らせる,苦しめる ／ 悩み,心痛"
