"root"	"kanji"	"gloss"
"rasl"	"啰音"	"【医】【PIV】Nenormala bruo, au^debla c^e b ／ 【PIV】(ntr (netransitiva)) Au^digi rasl"
"kadrat"	"空铅"	"【印】クワタ（活字組版で空白を埋める込め物）"
"asteri"	"海星"	"【動】ヒトデ,=marstelo"
"uve"	"葡萄膜"	"【解】【PIV】La vaskula membrano de la okul"
"ambr"	"龙香"	"竜涎香（りゅうぜんこう）,アンバーグリス ／ 【PIV】Parfumita per ambro."
"glum"	"颖"	"【植】包穎（ほうえい）"
"gazel"	"瞪羚"	"【動】ガゼル（属）,>>antilopo"
"abrazi"	"磨蚀"	"【地質】【PIV】1 Erozio pro frotado de mater ／ 【PIV】1 Rilata al abrazio. 2 (pp (se pa"
"robot"	"机器人"	"ロボット,人造人間;【機】産業用ロボット;【情】自動プログラム,ボット;《転"
"korm"	"茎叶体"	"【植】【PIV】1 Vegeta korpo de la superaj p"
"cejan"	"蓝菊"	"【植】ヤグルマギク（矢車菊）"
"baktri"	"双驼"	"【動】フタコブラクダ,=dug^iba kamelo ／ 【史】バクトリア"
"abdik"	"退位"	"［他］【政】（国王などが）退位する,譲位する,（高位者が）退任する,辞職する ／ 【政】退位,退任,辞任,辞職"
"kokle"	"耳蜗"	"【解】【PIV】(cochlea) Spiralforma osta kan ／ 【PIV】1 Rilata al la kokleo au^ al la m"
"erinac"	"猬"	"【動】ハリネズミ"
"jut"	"黄麻"	"【織】ジュート;【植】=jutplanto（ツナソ）"
"amonit"	"菊石"	"【生】アンモナイト,アンモン貝 ／ 【PIV】Grupo de fosiliaj cefalopodoj el "
"salp"	"海桶"	"【動】【PIV】G. (Genro) (Salpa) de tunikulo"
"elegi"	"挽歌"	"哀歌の,悲歌の;哀愁をおびた,物悲しい ／ 【文】哀歌,悲歌,挽歌（ばんか）,エレジー"
"polo"	"马球"	"【運】ポロ,=maleopilko"
"ocel"	"单眼"	"【動】【PIV】1 Simpla okulo de multaj artro ／ 【PIV】Surhavanta ocelojn: ocela vosto d"
"kazu"	"疑难"	"【キ】（判断が難しい）信仰上の問題"
"kurar"	"箭毒"	"【PIV】Drasta vegetaj^a veneno, estigant"
"vitel"	"蛋黄"	"【生】【PIV】Nutraj rezervoj de la ovo de a"
"nova"	"新星"	"【天】【PIV】Stelo, kiu - pro eksploda forj"
"steven"	"首柱"	"【海】船尾材 ／ 【海】船首材"
"rek"	"单杠"	"【運】平行棒 ／ 【運】鉄棒"
"splint"	"夹板"	"【医】【PIV】Lameneto el rigida materialo,  ／ 【PIV】(tr (transitiva)) Provizi (rompit"
"lupol"	"蛇麻"	"【植】コメツブウマゴヤシ（種） ／ 【植】ホップ（種）"
"nau^til"	"鹦螺"	"【動】オウムガイ（属）"
"termit"	"白蚁"	"【虫】シロアリ（白蟻）（目の総称）"
"mitoz"	"等分"	"【生】【PIV】Dividig^o de c^ela nukleo al d"
"miso"	"豆酱"	"【料】みそ"
"furier"	"军需"	"【軍】食糧・宿舎係下士官 ／ 【人名】フーリエ（フランスの数学者，1768-1830）"
"vici"	"野豌豆"	"【植】オオカラスノエンドウ,コモンベッチ（種） ／ 【植】ソラマメ（空豆）（属）（ソラマメ、カラスノエンドウなどを含む）"
"epitet"	"修饰"	"【Ｇ】付加形容詞,>>predikato"
"iliak"	"盆骨"	"【解】【PIV】Koksosto. ／ 【PIV】Rilata al la iliako au^ najbara a"
"klif"	"崖"	"（海岸の）絶壁,がけ,断崖（だんがい）"
"amanit"	"鹅膏"	"【菌】テングタケ（天狗茸）,ベニテングタケ ／ 【菌】=mus^fungo（ベニテングタケ）"
"pilor"	"幽门"	"【解】【PIV】(pylorus) Duodena orifico de l ／ 【PIV】Rilata al la piloro: pilora sfink"
"litiaz"	"结石"	"【医】【PIV】Formig^o de s^tonetoj (kalkulu"
"ruf"	"赤褐"	"《詩》=flavrug^a（赤褐色の） ／ 【PIV】= ferdekdomo."
"mimoz"	"含羞"	"【植】ミモザ,オジギソウ（属）,>>akacio ／ 【植】オジギソウ（種）,=sensitivo"
"diod"	"二极管"	"【電】ダイオード ／ 【電】発光ダイオード（LED）"
"idili"	"田园"	"牧歌的な,素朴で美しい ／ 【文】牧歌,田園詩;《転》素朴な恋愛,>>eklogo,>>pastoral"
"mangl"	"红树"	"【果】マングローブ（の実）"
"iperit"	"芥气"	"【軍】イペリット（毒ガスの一種）,マスタードガス ／ 【PIV】(tr (transitiva)) Ataki per iperi"
"hif"	"菌丝"	"【植】【PIV】Fadenforma elemento de funga m"
"kloroz"	"萎黄"	"萎黄病の ／ 【病】萎黄病（いおうびょう）;【植】黄化,白化"
"oliban"	"乳香"	"【植】乳香"
"s^am"	"鹿皮"	"セーム革,>>c^amo"
"jodl"	"假声"	"【PIV】(ntr (netransitiva)) Kanti kun ra ／ 【PIV】Kanto de jodlanto, kutima c^e la "
"aval"	"背书"	"［他］【商】（手形を）裏書きする ／ 【商】（手形の）裏書,保証"
"maksim"	"格言"	"金言,格言,座右の銘 ／ 【PIV】Vira nomo."
"dracen"	"龙血树"	"【植】【PIV】G. (Genro) (Dracaena el dracen"
"tul"	"网纱"	"【織】チュール（ベールやドレスに用いる網状の薄い布地）,亀甲紗（きっこうしゃ"
"tandem"	"串联"	"タンデム式に,縦列につないで ／ タンデム車（縦に馬をつないだ二頭立て馬車・縦に座席が並んだ二人乗り自転車）"
"urat"	"尿酸盐"	"【PIV】Unu el la saloj de la urata acido"
"binar"	"二进"	"【情】二進の,=duuma,>>duvalora,>>bitara ／ 【情】２進化１０進（BCD）,=BKD"
"bleni"	"滑鱼"	"【動】【PIV】G. (Genro) (Blennius) de fis^o"
"arkad"	"拱廊"	"【建】アーケード（一区画）"
"ake"	"树懒"	"【PIV】= bradip(od)o. ／ 【PIV】= Ah^ajano. Rim. (Rimarko) Pri al"
"azo"	"无生"	"【PIV】1 Senvivula, pli speciale senanim ／ 【化】【PIV】Radiko-N=N- (en kunmetaj^oj de"
"fanfar"	"号角"	"［自］ファンファーレを奏でる ／ 【楽】ブラスバンド;ファンファーレ"
"kidnap"	"拐"	"［他］誘拐する,=forkapti,>>infans^teli ／ 誘拐,=forkapto"
"klozet"	"厕"	"【PIV】Necesejo, ordinare kun pelvo k ak"
"manis"	"穿山甲"	"【動】【PIV】G. (Genro) (Manis) de sendenta"
"furz"	"屁"	"［自］おならをする,屁（へ）をひる ／ おなら,放屁（ほうひ）"
"bav"	"口水"	"【PIV】Speco de s^au^mo, kiun eligas iuj ／ 【PIV】(ntr (netransitiva)) 1 【動】J^eti b"
"bras"	"帆索"	"【PIV】S^nuro fiksita c^e la pinto de ja ／ 【PIV】(tr (transitiva)) G^ustigi au^ ar"
"hals"	"帆索"	"【PIV】Takelo au^ s^nuro c^e la antau^a  ／ 【PIV】(tr (transitiva)) Strec^i per hal"
"draj^"	"根芽"	"【植】【PIV】S^oso, kiu kreskas el radiko k ／ 【PIV】(ntr (netransitiva)) Produkti dra"
"nokau^t"	"击倒"	"［他］【運】ノックアウトする,=knokau^ti ／ 【運】ノックアウト"
"frustr"	"挫"	"［他］【心】欲求不満を起こさせる"
"atlet"	"选手"	"運動選手"
"kapor"	"山柑"	"【植】ケーパー（フウチョウソウ科の低木の一種） ／ 【植】フウチョウボク（属）,ケーパー（種）;【料】ケーパー（つぼみの酢漬け）"
"c^uk"	"夹头"	"【技】【PIV】Tiu parto de ilo au^ mas^ino, "
"batat"	"甘薯"	"【植】サツマイモ（薩摩芋）（種）,甘藷（かんしょ）"
"pleu^r"	"胸膜"	"【解】胸膜,（旧用語で）肋膜（ろくまく）"
"stret"	"窄"	"《詩》=mallarg^a（幅の狭い）"
"potas"	"钾碱"	"【化】苛性カリ,=kalia hidroksido ／ 【化】灰汁（あく）,カリ（炭酸カルシウムの俗称）;=kau^stika po"
"binom"	"二项"	"【数】二項式の ／ 【数】二項式,=dutermo"
"krin"	"颈毛"	"【PIV】C^iu el la longaj haroj de c^eval"
"delfen"	"海豚"	"【動】イルカ ／ 【天】いるか座"
"raj"	"扁鱼"	"【魚】ガンギエイ（属）;《般》エイ（総称）"
"anc^"	"簧"	"【楽】（管楽器の）リード,簧（した）"
"ambl"	"踱"	"［自］【馬】側対歩で進む,>>galopi,>>troti ／ 【馬】側対歩"
"komet"	"扫星"	"（la 〜）【天】ハレー彗星 ／ 【天】彗星（すいせい）"
"pau^t"	"翘嘴"	"［自］口をとがらす,ふくれ面をする,=lipmieni ／ 口をとがらすこと,ふくれ面"
"j^uri"	"陪审"	"【法】陪審員,>>laika jug^isto;《転》審査員,=jug^an ／ 【法】陪審;《転》（コンテストなどの）審査員団,=jug^antaro"
"steg"	"撑"	"【技】【PIV】Peco, kiu kunligas du flankojn ／ 【PIV】(tr (transitiva)) Fortikigi per s"
"pudl"	"搅炼"	"【PIV】(tr (transitiva)) Pritrakti krudf"
"etil"	"乙"	"【化】エチル基"
"kolc^ik"	"秋水仙"	"【植】イヌサフラン ／ 【植】コルチカム（属）,イヌサフラン"
"s^il"	"乳液"	"《古》【医】=>c^ilo（乳糜） ／ 【PIV】Antikva urbo en Izraelo (35°17′E,"
"jah^t"	"游艇"	"【海】=jakto（ヨット）"
"herpet"	"泡疹"	"【病】ヘルペス,疱疹（ほうしん） ／ 【病】帯状疱疹（たいじょうほうしん）"
"til"	"碎麻"	"【服】【PIV】Instrumento por disfibrigi tig ／ 【PIV】(tr (transitiva)) Trakti per tilo"
"brakte"	"苞"	"【植】【PIV】Folio, aksele de kiu formig^as"
"kaki"	"土黄"	"カーキ色の ／ カーキ色"
"au^reli"	"海月"	"【動】【PIV】G. (Genro) (Aurelia) de celent ／ 【PIV】Latina vira nomo. -> Marko."
"salvi"	"鼠尾草"	"【植】セージ（種）,ヤクヨウサルビア ／ 【植】サルビア（属）,アキギリ（属）;セージ（種）"
"s^ankr"	"毒疮"	"【病】下疳（げかん）,>>ulcero"
"furunk"	"毒疮"	"【病】せつ,ちょう,ねぶと"
"anksi"	"忧虑"	"【医】【PIV】Stato de psika perturbo k agit ／ 【PIV】1 Rilata al anksio. 2 Sentanta au"
"stag^"	"实习"	"研修（実習）期間 ／ 【PIV】(ntr (netransitiva)) Fari stag^on"
"dipsak"	"续断"	"【植】ナベナ（属）"
"oestr"	"发情"	"【生】【PIV】Fiziologia stato de ina mamulo"
"teleks"	"电传"	"【PIV】Speco de telegrafo, konsistanta e ／ 【PIV】(tr (transitiva)) Sendi per telek"
"siluet"	"剪影"	"シルエット,輪郭,影法師;影絵"
"maneg^"	"驯马"	"【馬】調馬術;調馬場,乗馬学校"
"flan"	"蛋奶"	"【菓】フラン（円くて平たいカスタードクリーム入りのパイ）"
"eu^fori"	"欣快"	"【医】【PIV】Sento de bonfarto, jen reala ( ／ 【PIV】Rilata al eu^forio."
"duktil"	"延展"	"【理】可延性の,>>dratigebla,>>etendebla"
"skun"	"帆船"	"【海】スクーナー（二本以上のマストをもつ縦帆船）"
"lugr"	"帆船"	"【海】ラガー（小型の帆船）"
"koder"	"码元"	"【PIV】1 Unu el la signoj au^ grupoj de "
"sien"	"红土"	"【化】シエンナ（赤褐色の顔料） ／ 【地名】シエナ（イタリア）"
"nelg"	"不长"	"【PIV】Antau^ nelonge: en la tombejo, ne ／ 【PIV】Okazinta nelge."
"flanel"	"毛绒"	"【織】フランネル,ネル,フラノ（毛織物の一種） ／ 【服】綿ネル"
"neglig^"	"便袍"	"【服】部屋着,ドレッシングガウン,=c^ambra robo ／ 【服】ネグリジェ,部屋着,化粧着"
"pone"	"矮马"	"【PIV】C^evalo de malgranda raso (ne pli"
"tukan"	"巨嘴鸟"	"【鳥】オオハシ（大嘴）（科） ／ 【天】きょしちょう（巨嘴鳥）座"
"kobr"	"眼镜蛇"	"【動】【PIV】Kn (Kolektiva nomo) de la vene"
"silen"	"蝇子草"	"【植】【PIV】G. (Genro) (Silene el kariofil ／ 【PIV】Frigia dio, patro de la satirusoj"
"kolier"	"项链"	"ネックレス,=kolc^eno ／ 真珠の首飾り"
"grifel"	"石笔"	"［他］石筆で書く;彫刻刀で刻む ／ 石筆;彫刻刀;【情】タッチペン"
"sulfam"	"氨硫"	"【化】【PIV】Radiko de sulfamata acido (en "
"staki"	"水苏"	"【植】【PIV】G. (Genro) (Stachys el lamiaco"
"slang"	"俗语"	"【語】スラング,仲間言葉,俗語,>>j^argono ／ 【PIV】Rilata al slango."
"ostrak"	"陶片"	"【史】【PIV】En antikveco, potfragmento, su"
"prelud"	"前奏"	"［自］前奏曲を演奏する ／ 【楽】前奏曲,>>uverturo;=antau^ludo"
"board"	"迎风"	"［自］【海】まぎる,ジグザグに帆走する;《転》回り道をする,遠回しの手段をと ／ 【海】（帆船が）方向を変えずに進んだ区間"
"uvul"	"小舌"	"口蓋垂の ／ 【解】口蓋垂,のどびこ"
"sirop"	"糖浆"	"せき止めシロップ ／ シロップ;【薬】シロップ剤"
"lizin"	"赖"	"【化】【PIV】Aminacido, NH 2 -(CH 2) 4-CH(N"
"konik"	"锥线"	"【数】円錐（えんすい）曲線,>>konuso"
"nandin"	"天竹"	"ナンテンの実 ／ 《Ｎ》【植】ナンテン（南天）（specio el berberisacoj，"
"vikun"	"小羊驼"	"【動】ビクーニャ（ラマに似たアンデス産の偶蹄類）"
"fasc^in"	"柴束"	"［他］束柴（そくさい）で補強する ／ 【軍】（堀を埋めたり側壁の補強に使う）粗朶（そだ）,束柴（そくさい）"
"karak"	"商舶"	"【PIV】Granda mezepoka komercos^ipo. Vd  ／ 【PIV】C^efurbo de Venezuelo (66°55′U, 1"
"spam"	"垃圾"	"《Ｎ》【情】スパム（迷惑メールなど）"
"gluten"	"面筋"	"【化】グルテン"
"kric^"	"尖叫"	"［自］金切り声を上げる,キーッと鳴く,キーキー鳴る ／ 金切り声,キーッという鳴き声,キーキー鳴る音"
"sepi"	"墨鱼"	"【動】コウイカ（類）;《般》イカ（烏賊）,>>loligo;セピア色"
"alb"	"白袍"	"【キ】アルバ（司祭の着る白い祭服） ／ 【地名】アルバロンガ（イタリア，古代都市遺跡）"
"tenar"	"鱼际"	"【解】【PIV】(thenar) Elstaraj^o en la manp"
"aktini"	"海葵"	"【動】【化】【PIV】1 Rozosimila ses-koralulo ("
"kasi"	"腊肠树"	"【植】【PIV】G. (Genro) (Cassia el fabacoj) ／ 【PIV】Romana vira nomo."
"kebab"	"烤肉"	"《Ｎ》【料】ケバブ （中東の焼肉料理）"
"kason"	"沉箱"	"【建】潜函,ケーソン;【建】（天井の）格間（ごうま）"
"okzal"	"酸模"	"【植】スイバ（酸葉）（種）"
"ral"	"秧鸡"	"【動】【PIV】G. (Genro) (Rallus) de malgran"
"liv"	"左"	"【PIV】Maldekstra: liva g^irado; turnu l"
"kibic"	"多嘴"	"【PIV】G^ena sintrudulo, kiu ekz. (ekzem ／ 【PIV】Agi kiel kibico."
"bart"	"鲸须"	"鯨のひげ;（コルセットの）張り骨"
"abak"	"算盘"	"【数】計算盤,そろばん,>>sorobano;【建】（円柱頭部の）冠板（かむ ／ そろばん,=sorobano"
"detrit"	"碎屑"	"【地質】【PIV】Mineralo au^ fragmento de min ／ 【PIV】Rilata al detrito, konsistanta el"
"primat"	"灵长"	"【動】霊長類（の動物）"
"jalap"	"泻块根"	"【薬】ヤラッパ"
"suspir"	"叹"	"［自］嘆息する,=vespiri ／ 【PIV】Tia elspiro k plendo: (f (figuras"
"paprik"	"甜椒"	"【料】パプリカ,甘唐辛子（あまとうがらし）,>>rug^a pipro ／ 【PIV】(tr (transitiva)) Spici per papri"
"skalp"	"头皮"	"［他］頭皮をはぎ取る ／ 戦利頭皮,>>kaphau^to"
"vajr"	"松鼠皮"	"【PIV】Pelto, prezentata per vicoj de he"
"domen"	"骨牌"	"【遊】ドミノ;【服】ドミノ（仮装舞踏会用の頭巾付きマント）"
"balist"	"弓炮"	"【軍】弩砲（どほう）（石や矢を飛ばす古代の攻城兵器） ／ 【理】【PIV】a) Funkcianta per pus^oj: bali"
"suber"	"木栓"	"【植】【PIV】Histo de vaskulplantoj, konsis"
"livid"	"青"	"【医】【PIV】Havanta koloron blanketan, iom"
"cibet"	"灵猫香"	"じゃ香"
"alvus"	"鱼苗"	"（養殖した）稚魚"
"rung"	"横档"	"【技】【PIV】Lateto ligna au^ metala kun ro"
"s^al"	"披肩"	"【服】ショール,肩掛け"
"noval"	"荒"	"【農】=senkultivejo（休閑地） ／ 【PIV】(ntr (netransitiva)) Esti ripozan"
"torf"	"泥炭"	"【鉱】泥炭（でいたん）"
"tetan"	"强直"	"【病】破傷風;【医】（筋肉の持続的）強縮,強直けいれん"
"frakt"	"分形"	"【数】【PIV】Geometria figuro kun ric^a det ／ 【PIV】Rilata al fraktoj: «La frakta geo"
"pitiat"	"劝愈"	"【医】【PIV】(ark. (arkaismo, arkaisme)) Re"
"operac"	"作战"	"【軍】作戦,軍事行動"
"balan"	"藤壶"	"【動】【PIV】1 G. (Genro) (Balanus) de mara"
"asperg"	"洒"	"［他］（植木などに）水をやる;【カ】聖水を振りかける"
"asbest"	"石棉"	"【鉱】アスベスト"
"absid"	"后殿"	"【建】アプス,（教会の）後陣（長方形の建物の一端に張り出した半円形の部分）"
"imagin"	"成虫"	"【虫】成虫,成体,>>larvo,>>pupo"
"tini"	"头癣"	"【病】足白癬（そくはくせん）,水虫 ／ 【医】【PIV】Grupa nomo de iaj parazitaj de"
"lapil"	"火砾"	"【地質】【PIV】Lafero, inter 2−60 mm (milime"
"alism"	"泽泻"	"【植】【PIV】G. (Genro) (Alisma el alismaco"
"teorem"	"定理"	"【数】定理,>>aksiomo ／ （la 〜）【数】ピタゴラスの定理"
"hu"	"吓"	"［間］（恐れ）ひゃっ！;（おどし・からかい）うおっ！,こらっ！ ／ 【PIV】(ntr (netransitiva)) Krii hu!: hu"
"plint"	"础"	"【建】（柱や彫刻台の下の四角い）柱礎,台座;【建】根石;【建】=planko"
"servic"	"餐具"	"【料】食器セット,食器ひとそろい"
"gej"	"同性"	"【PIV】(fm (familiara, familiare)) Samse ／ 【PIV】Rilata al gejoj: geja trinkejo, r"
"kopr"	"椰干"	"【植】コプラ（ココヤシの胚乳を乾燥したもの）"
"mioz"	"缩瞳"	"【医】【PIV】Mallarg^ig^o de la pupilo."
"scil"	"绵枣儿"	"【植】【PIV】G. (Genro) (Scilla el hiacinta ／ 【PIV】Unu el la du maraj monstroj, kiuj"
"krasul"	"厚叶"	"【植】クラッスラ（属）（ベンケイソウ科の多肉植物）"
"femal"	"雌"	"《稀》=ina（雌の） ／ 《稀》【生】=ino（雌）"
"pudend"	"阴部"	"【解】【PIV】Parto, kiu etendig^as de la pu ／ 【PIV】Rilata al pudendo: pudendaj arter"
"ofiur"	"蛇尾"	"【動】【PIV】G. (Genro) (Ophiura) de ekinod"
"galen"	"方铅矿"	"【鉱】方鉛鉱"
"pase"	"昔"	"《詩》=pasinteco（過去）;=pasintaj^o（昔のこと）"
"mehar"	"赛驼"	"【PIV】Kurdromedaro."
"kupol"	"圆顶"	"【建】円天井,丸屋根,ドーム;【軍】砲塔"
"cum"	"聚伞"	"【植】【PIV】(cyma) Decentra infloresko (k "
"nimfe"	"睡莲"	"【植】スイレン（睡蓮）（属）,=akvolilio"
"talam"	"丘脑"	"【解】【PIV】(thalamus) Nomo de du dikaj ke"
"ureter"	"输尿管"	"【解】尿管,=urinkanalo"
"hihi"	"嘻"	"【PIV】Onomatopeo, imitanta mallau^tan r ／ 【PIV】Eligi tian bruon."
"seton"	"引流"	"【医】【PIV】Mec^o, duloke trapasanta la ha"
"fulgor"	"蜡蝉"	"【動】【PIV】G. (Genro) (Fulgora) de insekt"
"puc^"	"政变"	"【政】政治的暴動,反乱,クーデター,=s^tatrenverso"
"rempar"	"垒"	"【軍】城壁,塁壁;《転》防御物 ／ 【PIV】(tr (transitiva)) Provizi per rem"
"impos^t"	"拱座"	"【PIV】1 Eltranc^ita s^tonego, g^enerale"
"korsar"	"私掠"	"【史】私掠船船長,私掠船乗組員,=kaperisto,>>pirato;=k"
"pipet"	"移液"	"【化】ピペット"
"j^ak"	"插孔"	"【電】ジャック,>>s^topilo;《廃》=redingoto（フロックコ"
"neoti"	"鸟巢兰"	"【植】【PIV】G. (Genro) (Neottia el orkidac"
"panikl"	"圆锥"	"【解】皮下脂肪;【植】円錐花序"
"koaks"	"焦"	"【化】コークス"
"aspart"	"天冬"	"【化】【PIV】Radiko de aspartata acido (en "
"kazuar"	"鹤鸵"	"【鳥】ヒクイドリ（属）"
"korne"	"角膜"	"【解】角膜"
"fagot"	"大管"	"【楽】ファゴット,バスーン"
"brusk"	"暴躁"	"【PIV】Malmilde, akre malg^entila pro se ／ 【PIV】(tr (transitiva)) Malmilde, senin"
"ag^i"	"升水"	"【商】打歩（うちぶ）,（通貨の）両替差額"
"lukan"	"锹甲"	"【虫】クワガタムシ（属）,=cervskarabo ／ 【PIV】Roma poeto (M.A. Lucanus, 39−65)."
"garol"	"松鸦"	"【鳥】カケス（属）"
"cipres"	"柏"	"【植】イトスギ（ヨーロッパでは喪の象徴）"
"fuzi"	"聚变"	"【理】核融合,>>fisio"
"ork"	"虎鲸"	"【動】シャチ（鯱）（種） ／ 【PIV】La ununura sp. de orcino (Orcinus"
"talk"	"滑石"	"［他］滑石粉を塗る ／ 【鉱】滑石;タルカムパウダー"
"angiom"	"血管瘤"	"【医】【PIV】Tumorsimila formacio, konsista"
"sinod"	"宗议"	"教会会議の ／ 【宗】教会会議"
"kompot"	"糖煮"	"【料】コンポート（果物の砂糖煮） ／ 【料】リンゴのコンポート"
"pavez"	"船墙"	"【海】舷墻（げんしょう）（上甲板舷側上の防壁）"
"fonem"	"音位"	"【声】音素 ／ 【PIV】(pp (se paroli pri) transskribo) "
"ruben"	"红宝"	"【鉱】ルビー,紅玉"
"gobius"	"虾虎"	"【魚】ハゼ（科の総称）;ゴビウス（属）"
"deviz"	"铭"	"標語,モットー,座右の銘;（紋章の）題銘;【経】外国為替"
"katgut"	"肠线"	"【楽】ガット弦,羊腸弦 ／ 【医】【楽】【PIV】1 Fadeno el organika substa"
"vrak"	"残船"	"【PIV】1 Ruino de s^ipo, aviadilo au^ al"
"elitr"	"硬翅"	"【虫】（甲虫類の）翅鞘（ししょう）,さやばね"
"alkemi"	"炼金"	"錬金術"
"epifiz"	"骨端"	"【解】骨端"
"diluv"	"洪"	"【聖】ノアの洪水;《転》大洪水,=inundego"
"brec^i"	"角砾岩"	"【地質】【PIV】Sedimenta, klasta petro, kons"
"gulas^"	"煮牛"	"【料】グラッシュ,グヤーシュ（ハンガリー風ビーフシチュー）"
"splend"	"灿"	"【PIV】Pompe brila, bele k lukse impresa ／ 【PIV】(ntr (netransitiva)) Aspekti sple"
"himen"	"处女膜"	"【解】処女膜 ／ 【神】ヒュメーン（結婚の神）"
"siest"	"午睡"	"［自］昼寝する,午睡する ／ （昼食後の）昼寝,午睡"
"pjel"	"肾盆"	"【解】【PIV】(pelvis renalis) Rena pelveto,"
"alcion"	"翠鸟"	"【鳥】カワセミ ／ 【天】【PIV】C^efa stelo en la Plejadoj."
"komoci"	"震荡"	"【医】【PIV】Organskuo, kau^zita de bato tr ／ 【PIV】(tr (transitiva)) Trafi per komoc"
"azale"	"杜鹃"	"【植】ミネズオウ（峰蘇芳）（種） ／ 【植】アザレア;ツツジ（躑躅）,>>rododendro"
"s^malc"	"猪油"	"【PIV】Fandita k mola bestograso: s^malc ／ 【PIV】(tr (transitiva)) Aldoni s^malcon"
"pastel"	"含片"	"せき止めトローチ ／ 【菓】ドロップ;（薬用の）トローチ,糖衣錠"
"bukan"	"熏"	"【PIV】Viando au^ fis^o fumsekigita. ／ 【PIV】(tr (transitiva)) Fumsekigi."
"petiol"	"叶柄"	"【植】葉柄,=folitigo"
"piore"	"脓漏"	"【病】歯槽膿漏（のうろう） ／ 【医】【PIV】Piooreo (Vd (vidu) pioo)."
"kreml"	"城堡"	"【史】（中世ロシアの都市の）城砦,>>fortikaj^o ／ （モスクワの）クレムリン宮殿"
"skalar"	"标量"	"【数】スカラーの ／ 【数】スカラー,>>vektoro"
"zip"	"拉链"	"［他］ファスナーで閉じる ／ 【服】ファスナー,ジッパー,チャック,=fulmofermilo"
"heder"	"藤"	"【植】キヅタ（属）,ヘデラ,アイビー"
"uln"	"尺"	"【解】尺骨;【史】腕尺（尺骨の長さに由来する昔の長さの単位、国により約50〜 ／ 【解】【PIV】Rilata al ulno: la ulna arteri"
"redoks"	"氧减"	"【化】【PIV】Duopo, konsistanta el du atomo ／ 【PIV】Rilata al redokso: redoksa reakci"
"tril"	"颤歌"	"［自］【楽】トリルで歌う;《転》（鳥が）声を震わせてさえずる ／ 【楽】トリル,顫音（せんおん）"
"milic"	"民兵"	"民兵 ／ 民兵隊,義勇軍,国民軍"
"maskl"	"雄"	"《稀》=virseksa（雄の） ／ 《稀》=virseksulo（雄）"
"sial"	"硅铝"	"【地質】【PIV】La supra parto de la kontinen"
"flau^r"	"植群"	"【植】植物相,フロラ,=vegetaj^aro"
"kraks"	"冠鸡"	"【動】【PIV】G. (Genro) (Crax el kraksedoj)"
"lavang"	"雪崩"	"雪崩のように ／ 雪崩（なだれ）"
"sozi"	"替身"	"《Ｎ》ドッペルゲンガー,うり二つの人,>>duulo ／ 【PIV】Helena vira nomo, i.a. (interalie"
"tindr"	"火绒"	"ほくち（火口）"
"link"	"山猫"	"【動】オオヤマネコ（属）（大山猫） ／ 【天】やまねこ座"
"orl"	"缝边"	"［他］ふち縫いする,ふちをまつる ／ 【服】（折り返して縫った）へり,ふち縫い"
"glir"	"睡鼠"	"【動】オオヤマネ,=dormomuso"
"roj"	"溪"	"【地理】【PIV】Mallarg^a k malprofunda river"
"gejs^"	"艺妓"	"【日】芸者,芸妓（げいこ）"
"omar"	"龙虾"	"【動】ウミザリガニ（属）,オマールエビ,ロブスター,>>palinuro ／ 【PIV】Araba vira nomo: la moskeo de Oma"
