"root"	"kanji"	"gloss"
"baldaŭ"	"将"	"［副］まもなく,やがて ／ まもなくの ／ ［副］早々に"
"ĉu"	"吗"	"［接］〜かどうか ／ ［副］〜か（疑問文を作る）"
"do"	"故"	"［接］だから,すると,それでは,そこで,>>sekve,>>tiam;［副］ ／ ［文字名］ドー（文字D，dの名称）"
"eĉ"	"连"	"［副］さえ ／ ［接］たとえ〜であっても"
"kupl"	"连"	"［他］【機】【鉄】【電】連結する,つなぐ;【理】（相互作用で）結合させる;【 ／ =kuplado（連結）"
"konekt"	"连"	"連絡列車 ／ ［他］【電】接続する,つなぐ ／ 【電】接続 ／ 【電】並列接続;【情】パラレル接続"
"koneks"	"连"	"密接に関連した ／ 関連質問"
"for"	"离"	"［副］遠くへ;離れて ／ ［間］去れ！ ／ はるかな,遠く離れた ／ はるかに,遠くに"
"ĝi"	"它"	"［代］それ（人以外の事物・生物）;その子（性の区別をしない幼児） ／ それの ／ それを"
"hieraŭ"	"昨"	"［副］きのう,昨日 ／ きのうの ／ 昨夜,昨晩,ゆうべ ／ きのう一日;前日"
"hodiaŭ"	"今"	"［副］きょう;今日（こんにち）では ／ きょうの;今日（こんにち）の ／ 今朝（けさ） ／ きょう一日"
"ili"	"他们"	"［代］（三人称複数）彼ら,彼女ら,それら ／ 彼らの,彼女らの,それらの ／ 【解】【PIV】(os ilium) La plej granda el l"
"cert"	"确"	"確かな,確実な;ある（特定の） ／ 確かに,確実に,きっと ／ ［自］確かである ／ 【PIV】Nedubebla scio: oni ja ne havas a"
"ja"	"确"	"［副］実に,まったく,まさに"
"jam"	"已"	"［副］既に,もはや ／ 既存の ／ すでに長い間,ずっと以前から ／ 【地名】ジャム・カシミール州（インド）"
"jen"	"这"	"［副］（相手の注意を引いて）そらここに,ほらそこに ／ 次の,次のような,以下の,下記の ／ 次に,次のように,以下に ／ 次のこと,下記"
"ĵus"	"刚"	"［副］たった今 ／ たった今の,直前の"
"pac"	"和"	"強固な平和 ／ ノーベル平和賞 ／ 平和の,平和な;平安な,平穏な ／ 【地名】=Pacifiko"
"kaj"	"和"	"【国名】アンティグア・バーブーダ（北アメリカ） ／ 往復切符,往復券 ／ 【国名】ボスニア・ヘルツェゴビナ（欧州） ／ 【情】カット＆ペースト"
"akord"	"和"	"［自］調和している ／ 一致,調和;【楽】和音 ／ 【楽】長和音,メジャーコード ／ 【楽】短和音,マイナーコード"
"ke"	"事"	"［接］〜ということ ／ 〜という条件で ／ ［接］〜するにもかかわらず ／ （文を導いて）〜するために"
"afer"	"事"	"物事（ものごと）,事,事柄,事項;用件,用事,問題;事件,出来事;事業,業務 ／ （道徳上の）義務 ／ 外務,対外業務,外交問題 ／ 内務,内政"
"fakt"	"事"	"事実上の,真実の ／ 事実上;実は ／ 事実;真相 ／ （〜aj 〜oj）歴史的事実,史実"
"event"	"事"	"行事,催し,イベント;（重大な）出来事,大事件 ／ 【Ｅ】エベントイ（ハンガリーのエスペラント通信社）"
"kvazaŭ"	"如"	"［接］まるで〜のように ／ ［副］まるで〜のように,あたかも ／ 見かけ上の,〜まがいの ／ 見かけ上の,〜まがいの"
"li"	"他"	"［代］彼,あの男 ／ 彼の ／ （三人称）男爵閣下 ／ 閣下（高官に対する言及）"
"mem"	"自"	"［副］〜自身,〜自ら,〜そのもの;自分から,自発的に,おのずと ／ 自身の,自らの ／ 自己,自我,>>egoo ／ ひとりでに,自然に;（他の助けなしに）自分自身で,それ自体で"
"mi"	"我"	"［代］私,僕（ぼく）,あたし ／ 私の,僕の,あたしの ／ 私を,僕を ／ 【解】【医】【生】【PIV】Muskolo (en kunmetaj^oj)"
"atm"	"我"	"【哲】【PIV】Koncepto de persona memo en la"
"morgaŭ"	"明"	"［副］明日,あす ／ 明日の;《転》将来の ／ 明日,翌日;《転》（近い）将来"
"ne"	"不"	"［副］まだ〜ない ／ ［副］（〜で）ない,いいえ ／ ［間］いいえ！ ／ 否定の"
"nek"	"也不"	"［接］〜もまた〜ない"
"ni"	"我们"	"［代］私たち,われわれ ／ 私たちの,われわれの ／ 私達を,われわれを ／ 【キ】主の祈り"
"nun"	"现"	"［副］今後 ／ ［副］今まで ／ ［副］いま（今）,現在;今や,その時;さて,では;現在では,今では ／ 今の,現在の"
"aper"	"现"	"［自］現われる,（刊行物が）出る ／ 出現"
"modern"	"现"	"現代の,現代的な;近代の,近代的な ／ 現代詩"
"aktual"	"现"	"現行の,最新の ／ 現住所 ／ 時事ニュース ／ 現に,現時点で"
"nur"	"仅"	"［副］ただ〜だけ,〜しかない;ほんの,わずか;ようやく,やっと ／ ただの,単なる"
"ol"	"比"	"〜以外の,〜と異なる ／ 〜と異なって ／ ［接］〜より前に ／ （数値）〜未満,〜より少なく;（漠然と）〜以下"
"hom"	"人"	"人権宣言 ／ 人権教育 ／ 品のよい人 ／ よそ者,他人"
"person"	"人"	"【法】個人 ／ 重要人物 ／ 【法】法人 ／ 個人の,個人的な,>>individua"
"oni"	"人"	"［代］（一般・不特定の）人,人々,誰か ／ （一般・不特定の）人の,世人の ／ （一般・不特定の）人を ／ 【化】【PIV】Katjono, karakterizata de cent"
"antrop"	"人"	"【PIV】Homo."
"plej"	"最"	"［副］できるだけ,可能な限り ／ 【法】最恵国条項 ／ （la 〜）［副］もっとも,一番,最〜（比較最上級）,>>pli;（冠詞なし ／ ［副］早々に"
"pli"	"更"	"［副］ますます ／ ［副］それだけますます〜 ／ ［副］〜すればするほど,>>des ／ （数値）〜以下,〜を超えない"
"se"	"若"	"［接］たとえ〜であっても ／ 〜する場合を除いて,〜でなければ ／ ［接］もし〜なら,〜の場合 ／ ［副］そうでなければ"
"sed"	"但"	"［接］しかし,だが,けれども,>>tamen,>>kontrau^e,>>m ／ 【PIV】(ntr (netransitiva)) Kontrau^diri ／ 【植】【PIV】G. (Genro) (Sedum el krasulaco"
"si"	"己"	"［他］心に描く,想像する ／ ［他］自制する;（投票で）棄権する ／ ［他］身投げする;《転》没頭する ／ 雇われる"
"propr"	"己"	"固有の,特有の,独自の,本来の;自分自身の ／ 私有物,自分の物 ／ 【理】固有関数 ／ 固有名詞"
"ŝi"	"她"	"［代］彼女 ／ 彼女の ／ （三人称）女王陛下 ／ 彼女を"
"tamen"	"却"	"［接］けれども,だがしかし ／ ［副］とはいえ,それでも"
"tre"	"很"	"［副］とても,たいへん,非常に, ／ 【PIV】Ekstrema. ／ 【PIV】Alta grado, intenso. -> apogeo, p"
"tro"	"太"	"［副］あまりに〜すぎる ／ 余りの,余分な,過度の ／ 余計に,過度に ／ ［自］度を超している,過剰である"
"tuj"	"即"	"【植】コノテガシワ（種） ／ ［副］すぐ,すぐに,直ちに;すぐそばに,すぐ近くに ／ すぐの,即時の ／ ［前］〜のすぐ前に"
"vi"	"你"	"（手紙文の最後に）敬具 ／ （手紙で）敬具 ／ ［代］あなた,おまえ,君;あなたがた,おまえたち,君たち ／ あなたの;あなたがたの"
"adiaŭ"	"再见"	"［間］さようなら ／ 別れの ／ 送別会 ／ ［他］別れを告げる;【情】ログアウトする,=malregistrig^i,>"
"ho"	"喂"	"［間］おいおい！,おーい！（強い呼びかけ・注意） ／ ［間］（驚き・強い感情）おお！,まあ！;（呼びかけ）おい！ ／ ［文字名］ホー（文字H，hの名称） ／ ［間］（強い悲しみ）なんとまあ！"
"he"	"喂"	"［間］おい！,もしもし！（呼びかけ・注意）;おやおや！（皮肉な驚き） ／ ［間］おいおい！,おーい！（強い呼びかけ・注意）"
"hoj"	"喂"	"［他］おーいと呼びかける ／ 【PIV】Speco de duonpioc^o, konsistanta "
"minus"	"减"	"［接］【数】マイナス（引き算・負数）;《般》〜を差し引いて,><plus ／ 【商】欠損"
"redukt"	"减"	"縮写図 ／ 縮尺 ／ 【機】減圧弁 ／ ［他］削減する,縮小する,縮写する;（人を悪い状態に）追いやる;【写】減力す"
"plus"	"加"	"［接］【数】プラス（足し算・正数）;《般》〜を足して,><minus ／ 超過,余剰"
"adici"	"加"	"［他］【数】加える,足し算する,>>aldoni ／ 【数】足し算,加法,>>aldono"
"rest"	"余"	"残りの,余りの ／ ［自］残る,残存する;〜のままである,いつまでも〜である;滞在する,居残る ／ 残り,余り;【数】剰余"
"ceter"	"余"	"残りの,そのほかの,その他の ／ そのほかに ／ 残りすべて ／ ［副］〜など,その他,=k.c."
"sald"	"余"	"【商】借方残高;借越額 ／ 【商】貸方残高;貸越額 ／ ［他］【商】貸借勘定をする,清算する ／ 【商】（口座の）貸借差引高;差引残高"
"ali"	"别"	"ほかの,別の,その他の;もう一つの ／ ［代］他の人 ／ 〜以外の,〜と異なる ／ 別のやり方で,さもなければ"
"alt"	"高"	"高い;高貴な,高級な ／ 大水,洪水,>>inundo ／ 【電】高周波 ／ 【法】高等裁判所,>>apelacia kortumo"
"am"	"爱"	"［他］愛する,好きである ／ 愛,恋;好み ／ 兄弟愛 ／ 秘めた愛"
"amik"	"友"	"友達の,友好的な ／ （〜aj 〜oj）友好関係 ／ 友好的に ／ 友達;味方"
"bel"	"美"	"美しい,きれいな;立派な,すばらしい;（天気が）晴れた ／ 好天,晴天 ／ 美しく;立派に,みごとに ／ 美"
"bon"	"良"	"良い,善良な,りっぱな ／ 善玉コレステロール（HDL） ／ 【経】好況,好景気 ／ （la 〜）古き良き時代"
"benign"	"良"	"【医】良性の,><maligna ／ 【病】良性腫瘍（しゅよう）"
"ĉambr"	"室"	"室内管弦楽団 ／ 【服】部屋着,ドレッシングガウン,=neglig^a robo ／ 室温 ／ 部屋,室"
"kamer"	"室"	"【理】電離箱 ／ 暗室,窓のない小部屋;【機】（密閉した）箱;【光】暗箱;【映】=kamera ／ 【光】暗箱"
"studi"	"室"	"防音スタジオ ／ スタジオ,放送室,撮影所"
"lokal"	"室"	"【PIV】Parto de konstruaj^o, kun difinit"
"demand"	"问"	"質問の;【Ｇ】疑問の ／ 物問いたげなそぶり ／ 【Ｇ】疑問代名詞 ／ いぶかしげな目つき"
"salut"	"问"	"心をこめたあいさつ ／ ［自］【情】ログインする,ログオンする,=saluti ／ 軽いあいさつ ／ ［他］挨拶する,会釈する,お辞儀する,敬礼する;《転》敬意を表する,歓迎する"
"dev"	"应"	"（道徳上の）義務 ／ ［自］〜しなければならない;〜にちがいない;〜はずである ／ 義務,責務 ／ 最も重要な義務"
"dezir"	"欲"	"［他］欲する,〜したい,望む;願う,（成功などを）いのる ／ 欲望;要望,望み;願望,願い ／ 肉欲"
"apetit"	"欲"	"食欲をそそる ／ ［自］食欲がある ／ 食欲 ／ 食欲を増進させる"
"dir"	"说"	"［他］言う,述べる,告げる ／ 言,ことば"
"don"	"给"	"［他］与える;渡す,もたらす;おこなう ／ 果実がなる;成果をもたらす ／ 混乱をもたらす ／ 授業をする;教訓を与える"
"est"	"是"	"［自］（〜）である;いる,存在する ／ 存在,実在;生存 ／ ［副］すなわち,つまり,=nome ／ 【PIV】La fakto, ke iu estas en io: la d"
"facil"	"易"	"容易な,簡単な;軽やかな ／ 安産 ／ 浅い眠り ／ 軽労働"
"far"	"做"	"［前］〜によって（受け身の主語） ／ 〜によって（行為者を示す） ／ ［他］する,遂行する;作る,つくり出す ／ （不満の意で）口をとがらす,ふくれ面をする"
"feliĉ"	"幸"	"うらやましい幸福 ／ 幸福な,幸せな;幸運な ／ 幸せな結末,ハッピーエンド ／ うれしそうな表情"
"fin"	"终"	"幸せな結末,ハッピーエンド ／ 【理】固定端 ／ 終わりの,最後の;末端の ／ 最終投票;決選投票"
"final"	"终"	"【楽】フィナーレ,最終楽章,終曲;【運】決勝戦,>>duonfinalo,>"
"finis^"	"终"	"【PIV】En sportaj konkursoj, la lasta fo ／ 【PIV】(ntr (netransitiva)) Fari lastan "
"flank"	"侧"	"風上側 ／ 背面,裏側 ／ 外側 ／ 側面の;副次的な"
"foj"	"次"	"一度,ある時 ／ 度,回 ／ （la 〜）最終回,最後 ／ 一度限り"
"form"	"形"	"基本形 ／ 形式の,外形の ／ ［他］形づくる,形成する;構成する,組織する;養成する,育成する ／ 形,形状;形態,様相;形式,外形;作法"
"figur"	"形"	"形象の;図示の;【Ｇ】転義の,比喩の ／ 【Ｇ】転義,比喩的意味,>>propra senco ／ 【Ｇ】比喩的に ／ ［他］（図・形・記号で）表す,描く,かたどる;〜の格好をする,演じる"
"formal"	"形"	"外形的な,形式上の;正式の,正規の;儀礼的な;明確な,明言された ／ 外形についての議論 ／ 正式の契約 ／ 明確な命令"
"morf"	"形"	"【化】無定形の;【鉱】非結晶の ／ 【化】無定形炭素 ／ 【化】非晶質"
"morfi"	"形"	"【数】【PIV】Baza koncepto en la teorio pri"
"fort"	"强"	"【理】引力,><repus^a forto ／ 武力 ／ 制動力,ブレーキ力 ／ 【理】中心力"
"trud"	"强"	"押しつけ,侵入 ／ ［他］押し付ける,無理強いする ／ 押し付け,強要 ／ 【地質】【PIV】Pri petro au^ masivo, devenan"
"emfaz"	"强"	"語気の強い,強調の ／ ［他］（語句を）強めて言う,強調する,力説する,>>akcenti,>>re ／ 強調,力説"
"ĝoj"	"喜"	"喜びの,うれしい ／ 喜んで,うれしそうに ／ ［自］喜ぶ,うれしく思う ／ 喜び"
"ŝat"	"喜"	"［他］価値を認める,高く評価する,尊重する;好む,好く,愛好する,=ami ／ 尊重,（高い）評価"
"grand"	"大"	"物理量 ／ 大きい,強大な,多大の,偉大な ／ 【植】ドクニンジン（毒人参）,>>konio ／ 【史】（英国の）マグナカルタ"
"maj^or"	"大"	"【楽】長調の;（より）大きい,><minora ／ 【楽】長和音,メジャーコード ／ 【楽】長音階 ／ 【楽】長音程"
"pez"	"重"	"総重量 ／ 正味重量 ／ 重い;重さがある;《転》重苦しい;重々しい ／ 重工業"
"grav"	"重"	"重要な,重大な;深刻な ／ 重大な決定 ／ 重要人物 ／ 重傷"
"akcent"	"重"	"アクセントの;アクセントのある ／ 強調して ／ ［他］【Ｇ】【楽】アクセントをおく;《転》強調する ／ 【Ｇ】【楽】アクセント;《転》強調"
"hav"	"有"	"［他］含む;所蔵する ／ 内容;目次;【哲】内包 ／ ［他］持っている,〜がある;所有する ／ 催される,起きる"
"posed"	"有"	"所有の ／ 【Ｇ】所有代名詞 ／ ［他］所有する,占有する;持っている;精通する ／ 所有;精通"
"help"	"助"	"効果的な援助 ／ 手助けの,援助の;補助的な ／ 補助語 ／ 補助貨幣"
"infan"	"童"	"自閉症児 ／ 婚外子 ／ 捨て子 ／ 嫡出子"
"fabel"	"童"	"おとぎ話の,架空の;信じられないような,驚くほどの ／ 途方もない金持ち ／ ［自］おとぎ話を語る,おとぎ話を作る ／ 童話,おとぎ話;《転》作り話"
"ir"	"往"	"往復切符,往復券 ／ 入場券 ／ ［自・他］入る ／ 入ること,立ち入り"
"jar"	"年"	"前年 ／ 【商】会計年度 ／ 年間の,=unujara;年次の,毎年の,=c^iujara ／ 年次総会,>>regula asembleo"
"jun"	"幼"	"若い,年の若い,年少の,幼い ／ 若葉 ／ 非行青少年 ／ 新酒のワイン"
"neoten"	"幼"	"【生】【PIV】Konservanta larvajn au^ juneca"
"kamp"	"田"	"【理】電場,電界 ／ 【電】電磁場,電磁界 ／ 【理】重力場 ／ 【植】ルリハコベ"
"hub"	"田"	"【史】小農地,フーフェ（中世ヨーロッパで農民に割り当てられた土地）"
"kap"	"头"	"頭の ／ 頭,首,頭部;頭脳;一人,一頭;《転》頂上部,先端,先頭;指導者 ／ キャベツの玉,結球 ／ 金づちの頭"
"cefal"	"头"	"【解】頭長幅指数 ／ 【解】【PIV】Kapo 1 (en kunmetaj^oj): cefal ／ 【PIV】Rilata al la kapo: cefala indico "
"pru"	"头"	"【海】船首,へさき,=s^ipkapo,=s^ipnazo ／ 【PIV】Rilata al pruo: prua angulo (angu"
"kelk"	"些"	"（数について）いくつかの,何人かの;（量について）いくらかの,多少の ／ ［代］数人の人々 ／ いくつかの ／ いくつかの,いくらかの"
"klar"	"清"	"澄みきった,明るい;明瞭（めいりょう）な,明白な ／ 澄んだ水 ／ 澄み渡った空 ／ 明快な表現"
"net"	"清"	"正味の;（汚れやくずのつかない）きれいな,整った;清書の ／ 正味重量 ／ 正価 ／ 純益"
"likvid"	"清"	"［他］【商】清算する,決済する;整理する,処分する;解散する,解消する ／ 事業を整理する ／ 遺産を処分する ／ 勘定を清算する"
"liz"	"解"	"【生】【医】【化】【PIV】Detrua dissolvo: a) Tran ／ 【PIV】(tr (transitiva)) Fari lizon: pos"
"solv"	"解"	"巧妙な解決 ／ ［他］解決する,解く;溶解させる,溶かす ／ 解答,解決;【化】溶解;【数】解 ／ 【PIV】Rilata al solvo: solva varmo, pov"
"disoci"	"解"	"［他］【化】解離させる ／ 【化】解離 ／ 【PIV】Rilata al disocio: disocia ekvili"
"kon"	"认"	"直観的認識 ／ ［他］（体験して）知っている;知り合いである,面識がある;精通している;経験 ／ 知識,認識;経験"
"konfes"	"认"	"［他］告白する,打ち明ける;白状する;（信仰を）告白する;【キ】告解する,ざ ／ 告白,自認;自白,白状;信仰告白;【キ】告解,懺悔（ざんげ）"
"agnosk"	"认"	"［他］（公に）認める,認可する,認知する ／ 認可,公認"
"kor"	"心"	"情け深い心 ／ 心をむしばむ ／ 心臓の;心の,心からの ／ 【医】心周期"
"mens"	"心"	"精神の,心の,精神的な;知的な,知能の ／ 精神活動 ／ 暗算 ／ 【心】精神的感染"
"psik"	"心"	"精神の;精神的な,心理的な ／ 心理現象 ／ 【医】心的外傷,トラウマ ／ 心理的に"
"kardi"	"心"	"【貝】ヨーロッパザルガイ（食用の二枚貝）;【解】=kardjo（噴門）"
"kred"	"信"	"［他］信じる,確信する,信用する;［自］信仰する ／ 神（の存在）を信じる,神を信仰する ／ 宗教を信じる ／ 信条,信念,確信;信用;信仰"
"fid"	"信"	"［他］信頼する,信用する ／ 信頼,信用"
"leter"	"信"	"詳しい手紙 ／ 速達 ／ 失礼な手紙 ／ 親展書,親展状"
"mesaĝ"	"信"	"［他］伝言する,言づける ／ 伝言,ことづて,メッセージ;お告げ,託宣;教書"
"konfid"	"信"	"信頼の ／ 信頼して ／ ［他］信頼する,信用する;（信頼して）委託する,預ける;（内密に）打ち明ける ／ 信頼,信用,信任"
"labor"	"劳"	"《転》根気のいる仕事 ／ 軽労働 ／ 肉体労働 ／ 骨の折れる仕事"
"land"	"国"	"旧共産主義国 ／ 旧社会主義国 ／ 旧ソ連諸国 ／ 国内の"
"ŝtat"	"国"	"【地名】バルト諸国 ／ 連邦国家,連合国家 ／ 【政】独立国家共同体（CIS） ／ 民族国家,国民国家"
"regn"	"国"	"【動】動物界 ／ 従属国 ／ 弱小国 ／ 【学】鉱物界"
"last"	"末"	"後者（の） ／ 後者（の） ／ 最後の,最終の,後者の;最近の,最新の,直前の,この前の;最下位の,最低の ／ （la 〜）最上階"
"leg"	"读"	"［他］読む,音読する;読み取る,解読する;【情】読み取る ／ 読み,読み取り"
"lern"	"学"	"［他］学習する,学ぶ,習う,覚える;身につける,体得する ／ 学習,学び"
"lev"	"举"	"［他］上げる,持ち上げる,拾い上げる;立てる,起こす;《転》高める,出す ／ 持ち上げること ／ 【聖】【PIV】Hebrea nomo, i.a. de la tria f"
"kondut"	"举"	"模範的な素行 ／ 正しいふるまい ／ ［自］ふるまう,態度をとる ／ ふるまい,態度,行動,行状"
"liber"	"自由"	"【政】国際自由労働組合連合,国際自由労連（ICFTU） ／ 自由な;独立の,束縛されない,免れた;ひまな,空いている,広々した ／ 空室,空き部屋 ／ 自由選挙"
"loĝ"	"住"	"［自］住む,居住する;泊まる,滞在する;《転》宿る ／ ホテルに宿泊する ／ 京都に住んでいる ／ 【生態】【PIV】Havanta log^on (ie): grundo l"
"lok"	"处"	"【法】本籍地 ／ 催される,起きる ／ 場所の;地方の,その土地の,地元の ／ 【医】局所麻酔"
"dispon"	"处"	"［他］自由に使う,処理する;［自］処置をとる;=dispozicii ／ 自由裁量,（随意の）使用"
"man"	"手"	"きれいな手（無実である） ／ パチパチと手をたたく ／ 器用な手 ／ 手で"
"kiral"	"手"	"【理】【PIV】1 Ne simetria sub speguligo: m"
"met"	"置"	"［他］（中に）入れる,挿入する ／ ［略］=Mez-Eu^ropa Tempo ／ ［他］置く,入れる,備え付ける,身につける;（ある状態に）する ／ ［他］競争入札にかける"
"milit"	"战"	"忌まわしい戦争 ／ 侵略戦争 ／ 核戦争 ／ 内戦"
"batal"	"战"	"［自］戦う ／ 戦闘,闘争 ／ 戦いに負ける ／ 血みどろの戦い"
"lim"	"界"	"国境なき医師団（緊急医療活動のためのボランティア団体） ／ 境界の ／ ［他］境界をつける,境をなす ／ 境界,境,端,果て;国境;限界,限度,極限;期限"
"mond"	"界"	"外界 ／ 物質界 ／ 世界の,全世界の ／ （la 〜）世界銀行（国際復興開発銀行の通称）"
"montr"	"示"	"指示用の,提示用の;【Ｇ】指示の ／ 飾り窓,ショーウインドー ／ 人差指 ／ 【Ｇ】指示代名詞"
"sugest"	"示"	"示唆する,ほのめかす ／ ［他］示唆する,ほのめかす,提案する,入れ知恵する;想起させる,思いつかせる ／ 示唆,入れ知恵,（控えめな）提案"
"mort"	"死"	"事故死 ／ 大量死 ／ 尊厳死,>>eu^tanazio ／ 早死に,若死に"
"mov"	"动"	"無意識の動作 ／ 動きを伝える ／ 発作的な動作 ／ 運動の,運動を起こさせる"
"motor"	"动"	"【機】ガソリンエンジン ／ 【車】二気筒エンジン ／ 船外機 ／ 【機】電動機"
"verb"	"动"	"【Ｇ】不規則動詞 ／ 【Ｇ】自動詞 ／ 【Ｇ】述語動詞 ／ 【Ｇ】規則動詞"
"kinet"	"动"	"【理】運動の ／ 【理】運動エネルギー ／ 【理】動摩擦 ／ 【理】動粘性,動粘度"
"kinez"	"动"	"【医】【PIV】Malfacileco au^ neebleco de mo ／ 【医】【PIV】G^enerala termino, signifanta "
"mult"	"多"	"多くの,多数の,多量の,たくさんの ／ （代名詞として）多数の人々 ／ たくさん,多く;たいへん,ひどく ／ たくさんの,多くの"
"plur"	"多"	"複数の;（１ではない）幾人かの,いくつかの,>>kelkaj"
"naci"	"族"	"【法】最恵国条項 ／ （la 〜）【史】国際連盟 ／ 【経】国民総所得（GNI）（MNEと略記される） ／ 【経】国民総生産（GNP）（MNPと略記される）"
"etn"	"族"	"民族（集団）の ／ 民族紛争 ／ 民族語,>>nacia lingvo ／ 少数民族"
"gent"	"族"	"（共通の祖先に由来する集団）部族,一族;民族,種族,>>etno,>>nac ／ 【地名】ヘント（＝ガン，ベルギー） ／ 人類 ／ 【聖】【PIV】La paganaj popoloj."
"trib"	"族"	"部族の,種族の ／ 部族民,部族員 ／ 部族,種族;【聖】（十二）支族;【動】（分類学上の）族;【植】（分類学上の）"
"nom"	"名"	"【仏】戒名,法名 ／ 名を付ける ／ 偽名,仮名 ／ 姓,>>persona nomo"
"fam"	"名"	"有名な,名高い,評判の ／ 有名な作家 ／ 名高く ／ よく知られている,かの有名な"
"onim"	"名"	"匿名の ／ 匿名"
"nov"	"新"	"新政府を樹立する ／ 新しい,新規の,最新の;新品の,できたばかりの ／ （買ったばかりの）新車,>>novmodela au^to ／ 【史】ニューディール"
"nask"	"生"	"出産の;出生の ／ ［他］（女性が）生む,出産する,>>akus^i;《転》生み出す,生じる ／ 出産,>>akus^o"
"okaz"	"生"	"疑わしい場合 ／ 偶然の,偶発的な,その場限りの ／ たまたま,偶然に ／ 〜に際して,〜の機会に"
"gen"	"生"	"【生】劣性遺伝子,><rega geno ／ 【生】遺伝子の,遺伝の ／ 【生】遺伝子銀行 ／ 【生】遺伝暗号,遺伝コード"
"gener"	"生"	"生殖の ／ 【解】性器,生殖器官 ／ ［他］【聖】（男が子を）なす,作る;【生】（子を）産む;《転》生み出す ／ （男が）子を産ませること;《古》=idaro（子孫）"
"plazi"	"生"	"【生】【医】【PIV】Histoformanta aktivado, fiz"
"parol"	"话"	"【Ｇ】間接話法 ／ 口頭での,言葉の ／ 口頭試験 ／ 話し言葉,口語"
"patr"	"父"	"養父 ／ 父の ／ 父権 ／ =patrujo（祖国）"
"pet"	"求"	"しつこい要求 ／ ［他］頼む,請う,願う,依頼する,請願する;（人を）呼ぶ,招く ／ 助けを求める ／ 特許を出願する"
"postul"	"求"	"正当な要求 ／ ［他］（当然のこととして）要求する,請求する;（物事が）必要とする ／ 要求,請求;必要条件;【経】需要"
"petici"	"求"	"［他］請願する,=petskribi ／ 請願書,=petskribo"
"plen"	"满"	"いっぱいの,満ちた;十分な,完全な,全部の ／ 〜でいっぱいの,〜の満たされた ／ 【天】皆既食 ／ 全文法"
"port"	"运"	"［他］持ち込む,運び込む ／ ［他］持っている,抱えている;持ち運ぶ,持って行く;身につけている,携帯する ／ ひげを生やしている ／ 帽子をかぶっている"
"fortun"	"运"	"幸運,>>destino,>>hazardo,>>fato ／ 【神】運命の女神 ／ 【PIV】G^uanta fortunon. Vd felic^a."
"pov"	"能"	"魔力 ／ 能力がある ／ ［他］〜することができる,〜する能力がある,〜する権利がある;〜してもよい; ／ 力,能力,力量;権能,権限;【理】=povumo"
"iv"	"能"	"【PIV】Vira nomo."
"energi"	"能"	"【環】代替エネルギー ／ 【理】原子力 ／ 【環】バイオマスエネルギー ／ 【理】弾性エネルギー"
"kapabl"	"能"	"卓越した能力 ／ 知的能力,知能 ／ 有能な,能力のある,〜できる ／ ［他］〜する能力がある,〜することができる"
"pren"	"拿"	"［他］手に取る,つかむ;取りあげる,奪い取る;取る,得る,選ぶ;受け取る,受 ／ アパートを借りる ／ シャワーを浴びる ／ 妻を娶る"
"miop"	"近"	"【医】近視の,近眼の,>>hipermetropa,>>presbiopa"
"rapid"	"速"	"【理】角速度 ／ 【理】面積速度 ／ 【情】データ転送速度 ／ 【理】終端速度"
"riĉ"	"富"	"金持ちの,富んだ,裕福な;豪華な,高価な;豊かな,豊富な ／ 肥沃な土壌 ／ 裕福な商人 ／ 高級住宅街"
"oz"	"富"	"【化】【PIV】Monosakarido; malofte uzata me"
"ricev"	"收"	"［他］受け取る,もらう,得る;受ける,受け入れる;こうむる,経験する;【通】 ／ 贈り物をもらう ／ 客を迎える ／ 職を得る"
"adopt"	"收"	"養子の;養子縁組に関する ／ 養女 ／ 養子 ／ 養父母"
"ferl"	"收"	"［他］【海】（帆を）たたむ,縮帆する ／ 【海】縮帆（しゅくはん）"
"rid"	"笑"	"人をばかにした笑い ／ 引きつったような笑い ／ ［自］笑う,笑い声を立てる;あざ笑う;（物事が）楽しげな様子を見せる ／ 笑い"
"komik"	"笑"	"こっけいな,おかしな,おどけた,おもしろい ／ こっけいに,おもしろおかしく ／ 【PIV】Komika karaktero, ekz. (ekzemple)"
"ruĝ"	"红"	"明るい赤色,薄い赤色,=skarlato ／ 暗赤色,=karmezino ／ 赤い,>>skarlata,>>punca,>>roza;《転》左翼の ／ 【史】赤衛軍,赤軍（ロシア革命時の革命軍）"
"ŝajn"	"像"	"見かけの,外見上の ／ 【理】見掛けの膨張 ／ 【理】皮相電力 ／ 外見上,見かけは;=vers^ajne（おそらく）"
"statu"	"像"	"仏像 ／ 立像,彫像 ／ 【PIV】Rilata al statuo: statua pozo, st"
"sam"	"同"	"同一の,同じ;同種の,同様の ／ 同様に,同じく ／ 同じ事,同じ物"
"ident"	"同"	"（kun）同一の;同様の,そっくり同じの ／ 【数】【PIV】La identa bildigo de aro (kiu "
"asimil"	"同"	"［他］同化する ／ 【PIV】Ago de iu, kiu asimilas: la asimi"
"unison"	"同"	"ユニゾンで,斉唱で;《転》一致して ／ 【楽】ユニゾン,同音;斉唱"
"sci"	"知"	"［他］知っている,知識がある;心得ている,〜できる ／ 泳ぎができる ／ 知っていること,関知;知識,情報 ／ 【PIV】Aro de elementoj de informig^o en"
